bigg_id	KEGG	SEED
ADSK	R00509	
CYANST	R01931	
FDMO2	R10206	
HSST	R01777	
PAPSR	R02021	
SERAT	R00586	
SLFAT	R00530	
PAPSSH	R00507	
SULR_syn	R00859	
SHSL2h	R01288	
SAT	R00586	
SATm	R00586	
GTHAMPOR	R05717	
GTHAMPORh	R05717	
GTHAMPORm	R05717	
AASPh	R00509	
AASPm	R00509	
SULO	R00533	
CYSS_2	R00897	
SHSL2	R01288	
ADSKn	R00509	
SADTn	R00529	
CYANSTpp	R01931	
CYSS	R00897	
SULR	R00858	
TAUDO	R05320	
SADT	R00529	
SHSL2r	R01288	
BPNT2	R00508	
CYANSTm	R01931	
CYSS_1	R00897	
SULOm	R00533	
SULR_ferr	R00859	
SULR_1	R00858	
r0142	R00533	
