id	ec_numbers	KEGG
rxn07271	5.3.3.1	R07427
rxn07272		R07428
rxn07273	1.3.1.-|1.3.99.-	R07429
rxn07274	1.14.13.-	R07430
rxn07275	1.14.-.-	R07431
rxn07277	1.14.-.-	R07444
rxn07278	1.14.13.-	R07445
rxn07279		R07446
rxn07280	1.3.1.-|1.3.99.-	R07447
rxn07281	1.14.-.-	R07448
rxn07282	1.14.-.-	R07449
rxn07283	1.14.-.-	R07450
rxn07284	1.14.-.-	R07451
rxn07285	1.14.13.-	R07452
rxn07286	1.14.13.-	R07453
rxn07287	1.14.13.-	R07454
rxn07288	1.14.-.-	R07455
rxn07289	1.14.-.-	R07457
rxn07290	1.14.-.-	R07458
rxn07298		R07466
rxn07299		R07467
rxn07300		R07468
rxn07301		R07469
rxn07302		R07470
rxn07303	1.14.-.-	R07471
rxn07304		R07472
rxn07305		R07473
rxn07306		R07474
rxn11687	1.14.13.112	R07791
rxn11688	1.14.13.-|1.14.13.112	R07792
rxn14110	1.14.14.-	R08841
rxn14166	1.14.14.-	R08840
rxn15700	1.14.13.-|1.14.13.112	R07786
rxn15701	1.14.13.-|1.14.13.112	R07787
rxn15702		R07788
rxn15703		R07789
rxn15704		R07790
rxn15816		R08842
rxn16605	1.14.-.-	R09761
rxn16606	1.14.-.-	R09762
rxn21400	1.14.13.112	R07791
rxn21914	1.14.13.-|1.14.13.112	R07786
rxn21915	1.14.13.-|1.14.13.112	R07787
rxn21916	1.14.13.-	R07792
rxn24433		R07474
rxn30826	1.14.-.-	R07458
rxn31531	1.14.13.112	R07791
rxn32022		R07788
rxn32023		R07788
rxn32103		R07469
rxn32218	1.14.-.-	R07448
rxn32219	1.14.-.-	R07448
rxn32823		R07473
rxn33008		R07446
rxn33010		R07446
rxn33049		R07473
rxn33054		R07473
rxn33074	1.14.-.-	R07449
rxn33075	1.14.-.-	R07449
rxn33077	1.14.-.-	R07449
rxn33350	1.3.1.-|1.3.99.-	R07447
rxn33351	1.3.1.-|1.3.99.-	R07447
rxn33357	1.3.1.-|1.3.99.-	R07447
rxn33564		R07789
rxn38326	1.14.13.112	R07791
rxn38345	1.14.13.-	R07792
rxn39808		R07450
rxn39809		R07451
rxn39810		R07455
rxn39811		R07457
rxn39812		R07458
