id	ec_numbers	KEGG
rxn00016	3.2.1.52	R00022
rxn00211	1.1.1.22	R00286
rxn00213	2.7.7.9	R00289
rxn00214	5.1.3.2	R00291
rxn00215	4.2.1.76	R00293
rxn00292	3.2.1.183|5.1.3.14	R00414
rxn00293	2.7.7.23	R00416
rxn00295	5.1.3.2|5.1.3.7	R00418
rxn00297	5.1.3.14	R00420
rxn00298	1.1.1.136	R00421
rxn00354	1.1.1.-	R00501
rxn00355	2.7.7.10	R00502
rxn00461	2.5.1.7	R00660
rxn00552	3.5.99.6	R00765
rxn00555	2.6.1.16	R00768
rxn00638	1.1.1.132	R00880
rxn00640	2.7.7.22	R00883
rxn00641	2.7.7.13	R00885
rxn00642	4.2.1.47	R00888
rxn00643	5.1.3.18	R00889
rxn00695	2.7.7.27	R00948
rxn00700	2.7.7.34	R00954
rxn00701	2.7.7.12	R00955
rxn00702	2.7.7.33	R00956
rxn00704	5.4.2.2|5.4.2.5	R00959;R08639
rxn00808	2.7.1.6	R01092
rxn00827	2.7.7.43	R01117
rxn00891	3.5.1.33	R01200
rxn00892	2.7.1.59	R01201
rxn00895	2.3.1.3	R01204
rxn00897	2.7.1.59|5.1.3.8	R01201;R01207
rxn00975	2.7.1.1|2.7.1.7	R01326
rxn01005	2.7.7.44	R01381
rxn01007	4.1.1.35	R01384
rxn01008	5.1.3.6	R01385
rxn01009	4.1.1.-	R01386
rxn01010	5.1.3.12	R01387
rxn01023	2.7.1.59|4.2.1.66|5.1.3.8	R01201;R01207;R01408
rxn01024	2.7.1.59|4.2.1.66|5.1.3.8	R01201;R01207;R01408;R01410
rxn01074	2.7.7.11	R01471
rxn01075	5.1.3.5	R01473
rxn01076	2.7.1.43	R01476
rxn01287	2.7.1.46	R01754
rxn01316	2.5.1.56|4.1.3.19	R01804
rxn01317	3.1.3.29	R01805
rxn01322	2.7.1.59|4.1.3.3|4.2.1.66|5.1.3.8	R01201;R01207;R01408;R01410;R01811
rxn01329	5.4.2.8	R01818
rxn01431	2.7.7.30	R01951
rxn01439	2.7.1.1|2.7.1.8	R01961
rxn01455	2.7.1.44	R01980
rxn01483	2.3.1.4	R02058
rxn01484	3.5.1.25	R02059
rxn01485	5.4.2.10	R02060
rxn01505	5.4.2.3	R08193
rxn01506	5.1.3.9	R02087
rxn01750	4.2.1.45	R02426
rxn01909	2.7.7.-	R02634
rxn01910	4.1.1.67	R02636
rxn01951	2.7.1.60	R02705
rxn01953	3.2.1.-|5.1.3.14	R02707
rxn02262	2.7.1.52	R03161
rxn02284	1.1.1.158|1.3.1.98	R03191
rxn02285	1.1.1.158|1.3.1.98	R03192
rxn02377	1.1.1.-|1.1.1.336	R03317
rxn02432	1.17.1.1	R03391
rxn02433	1.17.1.1	R03392
rxn02437	1.1.1.135	R03396
rxn02438	1.1.1.187|1.1.1.281	R03397
rxn02439	1.1.1.135	R03398
rxn02440	1.1.1.187|1.1.1.281	R03399
rxn02943	2.7.7.43	R04215
rxn02974	1.-.-.-|1.1.1.342	R04265
rxn02975	5.1.3.10	R04266
rxn03064	2.5.1.56|2.5.1.57	R04435
rxn03122	2.6.1.34|2.6.1.91	R04529
rxn03638	2.3.1.157	R05332
rxn03962	1.1.1.271	R05692
rxn04027	3.13.1.1	R05775
rxn04703	1.1.1.-	R06894
rxn05772	1.6.2.2	R00100
rxn05930	1.14.18.2	R01115
rxn05941	2.7.1.59|3.2.1.14|4.1.3.3|4.2.1.66|5.1.3.8	R01201;R01206;R01207;R01408;R01410;R01811
rxn06000	3.2.1.37	R01433;R04937
rxn06036	3.2.1.55	R01762;R04938
rxn06047	1.14.18.2	R01803
rxn06063	2.7.1.59|3.2.1.14|3.2.1.165|4.1.3.3|4.2.1.66|5.1.3.8	R01201;R01206;R01207;R01408;R01410;R01811;R01966
rxn06152	3.2.1.14	R02334
rxn06153	2.4.1.16	R02335
rxn06201	2.7.1.69	R02630
rxn06202	2.7.1.69	R02631
rxn06231	2.7.1.69	R02738
rxn06260	3.2.1.132	R02833
rxn06306	2.7.7.64	R03077
rxn06307		R03078
rxn06535	2.4.2.24	R03928
rxn06879	2.4.1.43	R05191;R06278
rxn06883	2.7.1.69	R05199
rxn07473	1.1.1.305	R07658
rxn07474	2.6.1.87|2.6.1.92	R07659
rxn07475	2.1.2.13	R07660
rxn07476	2.4.2.-|2.7.8.30	R07661
rxn07487	5.1.3.-|5.1.3.18	R07672
rxn07593	1.14.13.50|2.7.1.59|3.2.1.14|3.2.1.165|4.1.3.3|4.2.1.66|5.1.3.8	R01201;R01206;R01207;R01408;R01410;R01811;R01966;R07779
rxn08044	4.2.1.126	R08555
rxn09401	3.5.1.41	R02333;R06241
rxn12154	1.14.13.50|2.5.1.18|2.7.1.59|3.2.1.14|3.2.1.165|4.1.3.3|4.2.1.66|5.1.3.8	R01201;R01206;R01207;R01408;R01410;R01811;R01966;R07779;R08511
rxn13972	1.1.1.-	R08705
rxn13999	1.1.1.-|1.1.1.341|4.2.1.-	R08711
rxn14191	2.7.1.69	R08559
rxn14203	5.1.3.-|5.1.3.M5	R08708
rxn14262	1.1.1.-	R08709
rxn14342	5.1.3.-	R08706
rxn14370	1.1.1.-|5.1.3.-	R08704
rxn14378	1.1.1.-	R08710
rxn15005	3.2.1.52	R00022
rxn15061	3.5.99.6	R00765
rxn15064	2.6.1.16	R00768
rxn15120	2.7.1.6	R01092
rxn15121	2.7.1.6	R01092
rxn15145	2.7.7.43	R01117
rxn15146	2.7.7.43	R01117
rxn15154	3.5.1.33	R01200
rxn15155	2.7.1.59	R01201
rxn15158	2.3.1.3	R01204
rxn15160	3.2.1.14	R01206
rxn15161	5.1.3.8	R01207
rxn15173	2.7.1.1	R01326
rxn15174	2.7.1.1	R01326
rxn15193	3.2.1.37	R01433
rxn15194	3.2.1.37	R01433
rxn15209	2.7.1.43	R01476
rxn15234	2.7.1.46	R01754
rxn15235	2.7.1.46	R01754
rxn15246	3.2.1.55	R01762
rxn15247	3.2.1.55	R01762
rxn15249	2.7.1.1|2.7.1.2	R01786
rxn15252	1.14.18.2	R01803
rxn15253	1.14.18.2	R01803
rxn15254	2.5.1.56	R01804
rxn15255	2.5.1.56	R01804
rxn15256	3.1.3.29	R01805
rxn15257	3.1.3.29	R01805
rxn15266	4.1.3.3	R01811
rxn15267	4.1.3.3	R01811
rxn15270	5.3.1.8	R01819
rxn15284	2.7.1.1	R01961
rxn15289	3.2.1.165	R01966
rxn15290	2.7.1.44	R01980
rxn15314	2.7.1.63	R02189
rxn15350	2.7.1.69	R02630
rxn15351	2.7.1.69	R02630
rxn15352	2.7.1.69	R02631
rxn15363	2.7.1.69	R02738
rxn15364	5.3.1.9	R02740
rxn15435	2.7.1.1|2.7.1.4	R03920
rxn15535	2.7.1.69	R05199
rxn15745	4.2.1.126	R08555
rxn15746	2.7.1.69	R08559
rxn15773	5.4.2.2|5.4.2.5	R00959;R08639
rxn15825	2.7.1.69	R08860
rxn16442	5.1.3.23	R09600
rxn16543	4.2.1.115	R09697
rxn16666	2.6.1.92	R09825
rxn16675	3.6.1.57	R09834
rxn16682	2.5.1.97	R09841
rxn16683	2.3.1.-|2.3.1.202	R09842
rxn16684	2.7.7.81	R09843
rxn19731	2.7.1.1|2.7.1.4	R03920
rxn19739	2.7.1.52	R03161
rxn19776	2.7.7.27	R00948
rxn19800	2.7.1.1|2.7.1.8	R01961
rxn19801	2.3.1.3	R01204
rxn19804	2.3.1.4	R02058
rxn19806	2.3.1.4	R02058
rxn19808	2.3.1.4	R02058
rxn20227	3.5.1.33	R01200
rxn20583	5.4.2.2	R00959
rxn22637	3.13.1.1	R05775
rxn22647	2.5.1.101	R10304
rxn22648	2.7.7.82	R10182
