id	ec_numbers	KEGG
rxn00589	1.14.13.1	R00818
rxn01189	1.14.13.23	R01628
rxn01192	1.13.11.3	R01631
rxn01193	1.13.11.8	R01632
rxn01194	1.3.1.53	R01633
rxn01195	4.1.1.69	R01634
rxn01196	4.1.1.55	R01635
rxn02593	1.14.12.7	R03630
rxn02621	3.1.1.35	R03692
rxn02899	1.3.1.49	R04151
rxn03490	1.14.12.15	R05148
rxn03587	1.3.1.64	R05275
rxn03651	1.1.1.256	R05349
rxn03652	1.1.1.256	R05350
rxn03676	4.1.1.55	R05375
rxn03710	1.13.11.-	R05410
rxn03712	1.13.11.-	R05412
rxn03730	1.14.12.-	R05430
rxn03731	1.14.12.-	R05431
rxn03732	1.14.12.-	R05432
rxn03733	1.14.12.-	R05433
rxn03735	1.14.12.-	R05435
rxn03736	1.14.12.-	R05436
rxn03737	1.14.12.-	R05437
rxn03738	1.14.12.-	R05438
rxn03827		R05538
rxn03829		R05540
rxn03830		R05541
rxn03831		R05542
rxn03832		R05543
rxn03833		R05544
rxn03906	1.14.13.1|1.14.13.135	R05632
rxn03914	5.1.2.-	R05642
rxn03915	1.2.1.78	R05643
rxn03920	4.1.2.-	R05648
rxn03921	1.2.1.-	R05649
rxn03922	1.13.11.-	R05650
rxn03925	1.14.13.-	R05653
rxn03926	1.14.13.-	R05654
rxn03927	1.14.13.-	R05655
rxn03928		R05656
rxn03929	3.3.2.-	R05658
rxn06930		R05537
rxn06948	2.1.1.-	R05657
rxn06984	1.13.11.-	R05843
rxn07472	1.13.11.38	R07657
rxn07502	1.1.-.-	R07688
rxn07503		R07689
rxn07504		R07690
rxn07505	1.13.11.-	R07691
rxn07506		R07692
rxn07507		R07693
rxn07508		R07694
rxn07509		R07695
rxn07510		R07696
rxn07515	1.13.11.-	R07701
rxn07516	1.13.11.-	R07702
rxn07517	1.3.1.19	R07703
rxn07518	1.14.12.12	R07704
rxn07519	1.3.1.29	R07705
rxn07521		R07707
rxn07522		R07708
rxn07527	4.1.2.34	R07713
rxn07606	1.14.12.-	R07799
rxn07607	1.3.-.-	R07800
rxn07608	1.13.-.-	R07801
rxn07609	3.7.1.-	R07802
rxn07610		R07803
rxn07611	1.3.1.-	R07804
rxn11654	1.14.-.-|1.14.12.-|1.14.12.12	R05422
rxn11655	1.14.12.12	R05423
rxn11658		R05545
rxn11686	1.14.-.-	R07687
rxn16021	1.14.12.12	R09159
rxn16022	1.14.12.-	R09160
rxn16023	1.14.-.-	R09161
rxn16024	1.3.1.29	R09162
rxn16025	1.13.11.-	R09163
rxn16026	4.1.1.-	R09164
rxn16027	1.14.12.-	R09165
rxn16028	1.3.-.-	R09166
rxn16029	1.14.-.-	R09167
rxn16030	3.3.2.-	R09168
rxn16031	1.14.-.-	R09169
rxn16032		R09170
rxn16033	1.14.-.-	R09171
rxn16034		R09172
rxn16035		R09173
rxn16036	1.14.-.-	R09174
rxn16037		R09175
rxn16038		R09176
rxn16039	2.1.1.-	R09177
rxn16040	1.14.-.-	R09178
rxn16041		R09179
rxn16042	2.1.1.-	R09180
rxn16043	2.8.2.-	R09181
rxn16044		R09182
rxn16045	1.3.1.29	R09183
rxn16046	1.13.11.-	R09184
rxn16047	4.1.3.-	R09185
rxn16064		R09202
rxn16065		R09203
rxn16066	1.14.12.-	R09204
rxn16067	1.3.-.-	R09205
rxn16068	1.13.11.-	R09206
rxn16069	4.1.1.-	R09207
rxn16070	4.1.1.-	R09208
rxn16071	1.14.12.-	R09209
rxn16072	1.14.-.-	R09210
rxn16073	3.3.2.-	R09211
rxn16074	1.3.-.-	R09212
rxn16078	1.3.-.-	R09216
rxn16080	1.6.-.-	R09218
rxn16081	1.6.5.-	R09219
rxn16089	1.14.12.-	R09227
rxn16090	1.3.1.-	R09228
rxn16101		R09239
rxn31404	1.14.13.1	R00818
rxn33435	3.1.1.35	R03692
rxn33443	3.1.1.35	R03692
rxn39863		R07799
