id	ec_numbers	KEGG
rxn01786	1.14.13.48	R02468
rxn01788	1.14.13.49	R02470
rxn02234	1.1.1.243	R03114
rxn02772	1.1.1.144	R03945
rxn02837	5.5.1.10	R04040
rxn04034	3.3.2.8	R05784
rxn04134	1.1.1.275	R06117
rxn04135	1.14.13.80|1.14.14.53	R06119
rxn04234	1.2.1.3	R06366
rxn04235	6.2.1.-	R06367
rxn04236	6.2.1.-	R06368
rxn04237	4.2.1.-	R06369
rxn04238	3.7.1.-	R06371
rxn04239	1.3.99.25	R06372
rxn04240		R06374
rxn04241		R06375
rxn04242	1.1.1.296	R06376
rxn04243	1.1.1.296	R06377
rxn04244	1.1.1.296	R06378
rxn04245	1.1.1.296	R06379
rxn04246		R06380
rxn04247		R06381
rxn04248	1.1.1.296	R06382
rxn04249	1.1.1.296	R06383
rxn04250	1.1.1.296	R06384
rxn04251	1.1.1.296	R06385
rxn04252	1.14.13.105	R06386
rxn04253	1.14.13.105	R06387
rxn04254	1.14.13.105	R06388
rxn04255	1.14.13.105	R06389
rxn04256	3.1.1.83	R06390
rxn04257	3.1.1.83	R06391
rxn04259	3.1.1.83	R06393
rxn04260		R06394
rxn04261		R06395
rxn04262	6.2.1.-	R06396
rxn04263	6.2.1.-	R06397
rxn04264	1.14.13.107	R06398
rxn04265	1.1.1.297	R06399
rxn04266	1.14.13.105	R06400
rxn04268	1.1.-.-	R06405
rxn04269	1.14.13.-|1.14.13..-|1.14.13.155	R06406
rxn04270	1.2.1.-	R06407
rxn04271	1.2.1.-	R06408
rxn04274	4.2.1.17	R06411
rxn04275	4.2.1.17	R06412
rxn04276	1.1.-.-	R06413
rxn04277	2.3.1.-	R06414
rxn04278	3.1.2.-	R06415
rxn04373	6.2.1.-	R06515
rxn07101	6.2.1.-	R06367
rxn07102	6.2.1.-	R06368
rxn07103	1.1.-.-	R06370
rxn07104	1.3.99.25	R06373
rxn07105	1.14.-.-	R06401
rxn07106	1.1.-.-	R06402
rxn07107	1.2.-.-	R06403
rxn11668	6.2.1.-	R06409
rxn11669	6.2.1.-	R06410
rxn14086	1.14.-.-	R06404
rxn14136	3.1.1.83	R06392
rxn15608	1.14.-.-	R06401
rxn15609	1.14.-.-	R06401
rxn15610	1.14.-.-	R06404
rxn15611	1.14.-.-	R06404
rxn15612	1.14.13.-	R06406
rxn15613	1.14.13.-|1.14.13..-|1.14.13.155	R06406
rxn16222	1.14.13.107	R09385
rxn16224	3.3.2.8	R09387
rxn16225	1.1.1.297	R09388
rxn16226	1.14.13.107	R09389
rxn16227	1.14.13.105	R09390
rxn16228	1.14.13.105	R09391
rxn16229	1.14.13.105	R09392
rxn16230	1.14.13.107	R09393
rxn19263	1.1.1.243	R03114
rxn25548	6.2.1.-	R06396
rxn39608	1.1.1.275	R06117
rxn39691		R06368
rxn39692		R06372
rxn39693		R06375
rxn39694		R06376
rxn39695		R06377
rxn39696	1.1.1.296	R06378
rxn39697		R06379
rxn39698		R06382
rxn39699		R06383
rxn39700		R06384
rxn39701		R06385
rxn39702	1.14.13.105	R06386
rxn39703		R06387
rxn39704		R06388
rxn39705		R06389
rxn39706		R06390
rxn39707		R06391
rxn39708		R06393
rxn39709	1.1.1.297	R06399
rxn39710		R06400
rxn39711		R06401
rxn39712		R06404
rxn39713		R06406
rxn39728		R06515
