id	ec_numbers	KEGG
rxn01556	2.1.1.76	R02157
rxn01557	2.4.1.91	R02158
rxn01558	2.8.2.25	R02159
rxn01907	2.8.2.26	R02632
rxn01908	2.8.2.27	R02633
rxn02354	2.8.2.28	R03289
rxn02472	2.1.1.83	R03456
rxn02544	2.4.1.105	R03565
rxn02548	2.1.1.75	R03571
rxn02551	2.4.1.81	R03574
rxn02561	2.1.1.42	R03587
rxn02562	2.4.1.81	R03588
rxn02563	2.4.1.189	R03589
rxn02616	2.4.1.106	R03686
rxn03120	2.4.2.25	R04526
rxn03165	2.3.1.115	R04618
rxn03351	2.4.1.159	R04900
rxn03633	2.1.1.82	R05323
rxn04392	1.14.13.21	R06537
rxn04393	1.14.13.21	R06538
rxn04463	2.4.1.91	R06611
rxn04612	2.3.1.116	R06797
rxn04619	2.4.1.239	R06804
rxn04620	2.4.1.240	R06805
rxn04621	2.3.1.173	R06806
rxn04622	2.1.1.155	R06807
rxn04623	2.4.1.234	R06808
rxn04624	2.8.2.28	R06809
rxn04626	2.4.2.35	R06811
rxn04627	2.4.1.239	R06812
rxn04628	2.4.1.240	R06813
rxn04629	2.4.2.35	R06814
rxn04630	2.1.1.149|2.1.1.267	R06815
rxn04631	2.1.1.149	R06816
rxn04637		R06822
rxn04638		R06823
rxn04639	2.1.1.153	R06824
rxn04640		R06825
rxn04641	2.4.1.236	R06826
rxn04642	2.4.1.190	R06827
rxn04643	2.4.1.191	R06828
rxn04644	2.4.1.236	R06829
rxn11513	3.2.1.31	R08127
rxn11514		R08128
rxn15725	3.2.1.31	R08127
rxn16643	2.4.1.-	R09802
rxn16644	2.4.1.-	R09803
rxn16645	2.4.1.-	R09804
rxn27859	1.14.13.21	R06537
rxn31746	2.8.2.26	R02632
rxn32554	2.8.2.28	R03289
rxn33019	2.8.2.25	R02159
rxn38541	2.4.1.91	R06611
rxn39731		R06538
rxn39774	2.1.1.155	R06807
rxn39775		R06808
rxn40107		R10258
