id	ec_numbers	KEGG
rxn00527	2.6.1.1|2.6.1.5|2.6.1.57|2.6.1.9	R00734
rxn01268	1.3.1.12	R01728
rxn04578	2.5.1.111	R06757
rxn04579	1.13.11.83	R06758
rxn04580	1.13.12.23	R06759
rxn04581		R06762
rxn04582		R06763
rxn04584		R06767
rxn04586	2.4.1.302	R06770
rxn04587	2.1.1.285	R06771
rxn04588	2.1.3.12	R06772
rxn04589		R06773
rxn04590		R06774
rxn04591		R06776
rxn04592		R06777
rxn04593		R06778
rxn07150		R06746
rxn07151		R06747
rxn07152		R06748
rxn07154		R06751
rxn07155		R06752
rxn07156		R06753
rxn07160	1.13.12.23	R06759
rxn07161		R06760
rxn07162		R06761
rxn07163		R06764
rxn07164		R06765
rxn07165		R06766
rxn07166		R06768
rxn07167		R06775
rxn07168		R06776
rxn27524	2.6.1.1|2.6.1.5|2.6.1.57|2.6.1.9	R00734
rxn28086	1.3.1.12	R01728
rxn30444	2.6.1.1|2.6.1.5|2.6.1.57|2.6.1.9	R00734
rxn30445	2.6.1.1|2.6.1.5|2.6.1.57|2.6.1.9	R00734
rxn33078	1.3.1.12	R01728
rxn37937	2.6.1.1|2.6.1.5|2.6.1.57|2.6.1.9	R00734
rxn39767		R06768
rxn39768		R06775
rxn39769		R06776
rxn39770		R06777
rxn39771		R06778
rxn40247	6.3.1.15	R10453
rxn40248	2.1.1.284	R10454
