id	ec_numbers	KEGG
rxn00196	1.2.1.26|1.2.1.3	R00264
rxn00211	1.1.1.22	R00286
rxn00213	2.7.7.9	R00289
rxn01005	2.7.7.44	R01381
rxn01041	1.1.1.121|1.1.1.175	R01429
rxn01042	1.1.1.179	R01430
rxn01043	1.1.1.21|1.1.1.307	R01431
rxn01044	5.3.1.5	R01432
rxn01076	2.7.1.43	R01476
rxn01079	1.1.1.19	R01481
rxn01080	5.3.1.12	R01482
rxn01112	1.1.1.137	R01524
rxn01113	1.1.1.137|1.1.1.405	R01525
rxn01114	2.7.1.16|2.7.1.47	R01526
rxn01116	5.1.3.1	R01529
rxn01122	4.2.1.7	R01540
rxn01124	1.1.1.125|1.1.1.127	R01542
rxn01199	2.7.1.17	R01639
rxn01290	1.1.1.21	R01758
rxn01291	1.1.1.21	R01759
rxn01292	5.3.1.4	R01761
rxn01306	4.1.2.28	R01782
rxn01308	4.1.2.19	R01785
rxn01382	1.1.2.2	R01892
rxn01383	1.1.1.56	R01895
rxn01385	1.1.1.9	R01896
rxn01386	5.3.1.15	R01898
rxn01389	2.7.1.53	R01901
rxn01390	2.7.1.5	R01902
rxn01391	1.1.1.12	R01903
rxn01392	1.1.1.10	R01904
rxn01393	4.1.1.34	R01905
rxn01394	5.3.1.-	R01906
rxn01457	5.3.1.12	R01983
rxn01751	3.1.1.68	R02427
rxn01753	4.2.1.82	R02429
rxn01763	2.7.1.16	R02439
rxn01764	1.1.1.13	R02441
rxn01775	1.1.1.57	R02454
rxn01857	1.1.1.58	R02555
rxn01911	1.1.1.130	R02637
rxn01912	1.1.1.130	R02639
rxn01913	1.1.1.45	R02640
rxn02089	2.7.7.40	R02921
rxn02321	5.-.-.-|5.1.3.1|5.1.3.22	R03244
rxn03042	4.2.2.6	R04382
rxn03043	5.3.1.17	R04383
rxn03111	4.1.1.-	R04515
rxn03274	4.1.1.-	R04784
rxn03883	1.1.1.11	R05604
rxn03885	4.2.1.8	R05606
rxn04064	1.1.1.15	R05831
rxn04082	5.1.3.4	R05850
rxn04928	4.1.1.85	R07125
rxn04930	2.7.1.53	R07127
rxn04932	1.1.1.250	R07134
rxn04941	1.1.1.287	R07143
rxn04942	1.1.1.287	R07144
rxn05122	3.2.1.67	R07413
rxn06005	3.2.1.31	R01478
rxn06064	3.2.1.15|3.2.1.67	R01982;R04320
rxn06156	3.2.1.15|3.2.1.82	R02360
rxn07491	1.1.1.-|1.1.1.365	R07676
rxn09954		R10563
rxn14014	2.4.1.17	R01383
rxn14062	4.2.2.2|4.2.2.9	R02361
rxn15185	1.1.1.121|1.1.1.175	R01429
rxn15186	1.1.1.121	R01429
rxn15187	1.1.1.179	R01430
rxn15188	1.1.1.179	R01430
rxn15189	1.1.1.21|1.1.1.307	R01431
rxn15190	1.1.1.21|1.1.1.307	R01431
rxn15191	5.3.1.5	R01432
rxn15192	5.3.1.5	R01432
rxn15209	2.7.1.43	R01476
rxn15210	3.2.1.31	R01478
rxn15212	1.1.1.19	R01481
rxn15213	5.3.1.12	R01482
rxn15219	2.7.1.16	R01526
rxn15238	1.1.1.21	R01758
rxn15239	1.1.1.21	R01758
rxn15240	1.1.1.21	R01759
rxn15241	1.1.1.21	R01759
rxn15244	5.3.1.4	R01761
rxn15245	5.3.1.4	R01761
rxn15275	1.1.2.2	R01892
rxn15276	1.1.1.56	R01895
rxn15277	5.3.1.15	R01898
rxn15292	3.2.1.15	R01982
rxn15293	5.3.1.12	R01983
rxn15321	3.1.1.11	R02362;R06250
rxn15657	1.1.1.250	R07134
rxn15661	1.1.1.287	R07144
rxn15677	3.2.1.67	R07413
rxn15697	1.1.1.-	R07676
rxn16048	4.2.1.-|4.2.1.141	R09186
rxn16319	1.1.1.307	R09477
rxn16320	1.1.1.307	R09477
rxn16321	1.1.1.307	R09477
rxn17999	3.2.1.15|3.2.1.82	R02360
rxn21749	4.2.1.146	R10532
rxn21750	4.1.2.54	R10550
rxn21751		R10565
rxn28146	5.1.3.1	R01529
rxn31896	5.3.1.5	R01432
rxn31899	5.3.1.5	R01432
rxn32114	2.7.1.17	R01639
rxn32122	2.7.1.17	R01639
rxn32311	2.7.1.43	R01476
rxn32560	1.1.1.19	R01481
rxn33066	1.1.1.10	R01904
rxn33862	5.-.-.-|5.1.3.1|5.1.3.22	R03244
rxn37675	1.1.1.9	R01896
rxn37796	1.1.1.21	R01759
rxn38117	2.7.7.9	R00289
rxn38835	5.3.1.5	R01432
