id	ec_numbers	KEGG
rxn00015	2.5.1.44	R00018
rxn00309	1.4.1.18	R00446
rxn00310	1.4.3.14	R00447
rxn00322	4.1.1.18	R00462
rxn00491	2.6.1.58	R00692
rxn00493	2.6.1.1|2.6.1.5|2.6.1.57|2.6.1.58|2.6.1.9	R00694
rxn00854	2.1.1.53	R01153
rxn00997	1.1.1.222|1.1.1.237	R01370
rxn00998	1.1.1.222|1.1.1.237	R01371
rxn01578	1.5.1.1|1.5.1.21	R02201
rxn01579	1.5.1.1|1.5.1.21	R02203
rxn01664	1.4.1.18	R02317
rxn02033	1.1.1.206	R02832
rxn02053		R02861
rxn02542	3.1.1.10	R03563
rxn02654	1.14.11.14|1.14.20.13	R03737
rxn02702	1.14.11.11	R03812
rxn02805	2.3.1.145	R03994
rxn02828	1.4.3.21	R04027
rxn02916		R04175
rxn02935	2.3.1.93	R04205
rxn03477		R05128
rxn03478		R05129
rxn03479		R05130
rxn03480		R05131
rxn04555		R06724
rxn04556		R06725
rxn04557		R06726
rxn04559	3.1.1.1|3.1.1.84	R06728
rxn04560	3.1.1.-	R06729
rxn04561	5.1.-.-	R06730
rxn04562	6.2.1.-	R06731
rxn04563		R06732
rxn04564		R06733
rxn04565	1.1.1.236	R06734
rxn04568		R06737
rxn04569		R06738
rxn04571	1.4.3.21	R06740
rxn04572		R06741
rxn04574		R06743
rxn04575		R06744
rxn05101	1.14.13.101	R07373
rxn06859		R05129
rxn07148		R06741
rxn07149		R06744
rxn07603	2.8.3.17	R07796
rxn12064		R08414
rxn12065		R08415
rxn12066		R08416
rxn12067		R08417
rxn12068		R08418
rxn12069		R08419
rxn12070		R08420
rxn12072		R08422
rxn12073		R08423
rxn12074		R08424
rxn12075		R08425
rxn12076		R08426
rxn12077		R08427
rxn12079	2.3.1.-	R08432
rxn12081		R08434
rxn14287	2.3.1.186	R06736
rxn14332	2.3.1.185	R06735
rxn15422	1.14.11.14	R03737
rxn15429	1.14.11.11	R03812
rxn15519		R05128
rxn15637		R06738
rxn15638		R06743
rxn15639		R06779
rxn15735		R08429
rxn15736	2.3.1.-	R08430
rxn15918		R09048
rxn15919		R09049
rxn15920		R09050
rxn15921		R09051
rxn15922		R09052
rxn20057	4.1.1.18	R00462
rxn21134	2.6.1.1|2.6.1.5|2.6.1.57|2.6.1.58|2.6.1.9	R00694
rxn24719		R06738
rxn28060	2.6.1.1|2.6.1.5|2.6.1.57|2.6.1.58|2.6.1.9	R00694
rxn28108	2.1.1.53	R01153
rxn30077	2.5.1.44	R00018
rxn37938	2.6.1.58	R00692
rxn38254	2.6.1.1|2.6.1.5|2.6.1.57|2.6.1.58|2.6.1.9	R00694
rxn39334		R02317
rxn39766		R06744
rxn39862		R07796
rxn39900		R08432
