id	ec_numbers	KEGG
rxn06070	2.3.1.75	R01999
rxn06085	3.1.1.50	R02042
rxn06192	1.2.1.50	R02620
rxn15971	2.3.1.188	R09106
rxn16286	1.1.-.-	R09448
rxn16289	1.14.-.-|1.14.13.-	R09451
rxn16290	1.14.-.-	R09452
rxn16291	1.14.-.-|1.14.13.-	R09453
rxn16292	1.14.-.-	R09454
rxn16293	1.1.-.-	R09455
rxn16294	1.1.-.-	R09456
rxn16295	1.2.-.-	R09457
rxn16296	1.2.-.-	R09458
rxn16297	1.2.-.-	R09459
rxn16298	1.14.-.-	R09460
rxn16299	1.14.-.-	R09461
rxn16300	1.14.-.-|1.14.13.-	R09461
rxn16301	1.14.-.-	R09461
rxn16302	1.11.2.3	R09462
rxn16303	1.11.2.3	R09463
rxn16304	3.3.2.-	R09464
rxn16305	3.3.2.-	R09465
rxn16306	3.3.2.-	R09465
rxn16307	3.3.2.-	R09465
rxn16308	4.1.99.5	R09466
rxn16309		R09467
rxn16310		R09468
rxn16311		R09469
rxn16312	1.2.1.-	R09470
rxn16316	2.3.1.20	R09474
rxn20968	1.14.-.-|1.14.13.-	R09451
rxn21003	3.3.2.-	R09464
rxn25851	1.14.-.-|1.14.13.-	R09453
rxn25852	3.3.2.-	R09465
rxn25853	1.14.-.-|1.14.13.-	R09461
rxn30773	3.3.2.-	R09464
rxn37696	1.14.-.-|1.14.13.-	R09451
