id	ec_numbers	KEGG
rxn00484	4.1.1.105|4.1.1.28	R00685
rxn02311	2.3.1.107	R03230
rxn02631	3.2.1.125	R03703
rxn02655	4.3.3.2	R03738
rxn02704	3.2.1.105	R03820
rxn02722	1.3.1.36	R03860
rxn02819	2.1.1.99	R04013
rxn04057		R05824
rxn04058	3.1.1.78	R05825
rxn04059		R05826
rxn04060	1.1.1.273	R05827
rxn04061	1.14.13.91	R05828
rxn04062		R05829
rxn04076		R05844
rxn04077		R05845
rxn04078		R05846
rxn04079		R05847
rxn04080		R05848
rxn04081		R05849
rxn04083		R05852
rxn04084		R05853
rxn04085		R05854
rxn04086	1.14.13.73	R05855
rxn04087		R05856
rxn04088	1.14.11.20	R05857
rxn04089		R05858
rxn04090		R05859
rxn04091		R05860
rxn04097		R05866
rxn04098		R05867
rxn04100		R05869
rxn04101		R05870
rxn04102		R05871
rxn04103		R05872
rxn04104		R05873
rxn04105		R05874
rxn04106	2.3.1.160	R05876
rxn04107	1.14.13.75	R05877
rxn04108	1.5.1.32	R05878
rxn04109	1.3.1.73	R05879
rxn04110	3.1.1.80	R05880
rxn04111		R05881
rxn04112	2.4.1.219	R05882
rxn04114	2.1.1.94	R05885
rxn04115		R05886
rxn06985		R05853
rxn06986		R05854
rxn06987		R05859
rxn06988		R05868
rxn06989		R05869
rxn15419	3.2.1.125	R03703
rxn15420	3.2.1.125	R03703
rxn15431	3.2.1.105	R03820
rxn15432	3.2.1.105	R03820
rxn17095	1.14.13.73	R05855
rxn17441	2.1.1.99	R04013
rxn24681		R05856
rxn31079	4.3.3.2	R03738
rxn32690	4.1.1.105|4.1.1.28	R00685
rxn35624	1.14.13.91	R05828
