id	ec_numbers	KEGG
rxn02764	6.2.1.33	R03932
rxn03021	3.5.5.6	R04349
rxn03588	1.21.1.2|1.3.1.63	R05276
rxn03751	6.2.1.-	R05451
rxn05924	1.14.12.13	R01033
rxn06588	3.8.1.7	R04101
rxn07594	4.2.1.84	R07780
rxn07595	1.3.1.32	R07781
rxn07596	3.5.1.-	R07782
rxn07597		R07783
rxn07598		R07784
rxn07599		R07785
rxn07889	1.14.12.10	R08100
rxn07890	1.14.12.10	R08101
rxn07892	1.14.12.-	R08103
rxn07893	1.14.12.-	R08104
rxn07894	1.3.1.-	R08105
rxn07895		R08106
rxn07896	1.14.12.10	R08108
rxn07897	1.14.12.10	R08109
rxn07898	1.14.12.10	R08110
rxn07899	1.3.1.25	R08111
rxn07900	1.3.1.25	R08112
rxn07901	1.3.1.25	R08113
rxn07902	1.13.11.1	R08114
rxn07903	1.13.11.1	R08115
rxn07904	5.5.1.1	R08116
rxn07905	6.2.1.33	R08117
rxn07906	3.8.1.7	R08118
rxn07907	5.5.1.7	R08119
rxn07908	3.1.1.45	R08120
rxn07909	3.1.1.45	R08121
rxn07910	1.3.1.-	R08122
rxn07911	1.3.1.-	R08123
