id	ec_numbers	KEGG
rxn00025	1.13.11.63|1.14.99.36	R00032
rxn01529	1.2.1.36	R02123
rxn01530	1.1.1.1|1.1.1.105	R02124
rxn01531	1.2.3.1|1.2.3.11	R02125
rxn01533		R02127
rxn01701	2.3.1.76	R02367
rxn01702	3.1.1.-|3.1.1.1|3.1.1.21	R02368
rxn02078	2.4.1.17	R02902
rxn02183	1.1.1.315	R03048
rxn02184	3.1.1.63	R03049
rxn02714		R03836
rxn03415		R05041
rxn04144		R06194
rxn06160	2.3.1.76	R02366
rxn06275		R02904
rxn07195	1.3.99.23	R07163
rxn11890	1.1.1.-|1.1.1.300	R08379
rxn11891	1.1.1.-	R08380
rxn11892	2.3.1.76	R08381
rxn11893	1.1.1.-|1.1.1.315	R08382
rxn11894	1.1.1.-	R08383
rxn11895	1.2.3.11	R08384
rxn11896	1.2.1.36	R08385
rxn11897	2.3.1.135	R08387
rxn11898	3.1.1.64	R08388
rxn11899	2.3.1.135	R08389
rxn11900	1.14.14.1	R08390
rxn11901	1.14.14.1	R08391
rxn11902	1.14.14.1	R08392
rxn11969		R02905
rxn15305		R02128
rxn20774	1.1.1.1|1.1.1.105	R02124
rxn21152	1.1.1.-|1.1.1.300	R08379
rxn21153	1.1.1.-|1.1.1.300	R08379
rxn31763	1.2.3.1|1.2.3.11	R02125
rxn31765	1.2.3.1|1.2.3.11	R02125
rxn32074	1.1.1.1|1.1.1.105	R02124
rxn33016	1.1.1.-|1.1.1.300	R08379
rxn33367	1.2.1.36	R02123
rxn33370	1.2.1.36	R02123
rxn35456	1.13.11.63|1.14.99.36	R00032
rxn39897		R08388
