id	ec_numbers	KEGG
rxn01163	1.14.99.1	R01590
rxn01164	1.13.11.33	R01593
rxn01165	1.13.11.40	R01594
rxn01166	1.13.11.34	R01595
rxn01167	1.13.11.31	R01596
rxn01622	5.3.99.3	R02265
rxn01623	5.3.99.2	R02266
rxn01624	5.3.99.4	R02267
rxn01625	5.3.99.5	R02268
rxn01881	1.1.1.184|1.1.1.189	R02581
rxn01882		R02583
rxn01941	1.1.1.141|1.1.1.196	R02683
rxn02019		R02801
rxn02192	3.3.2.6	R03057
rxn02193	1.13.11.34	R03058
rxn02194	4.4.1.20	R03059
rxn02514		R03521
rxn02726	1.14.13.30	R03866
rxn02734		R03878
rxn02967	1.14.13.34	R04256
rxn03112	1.1.1.232	R04517
rxn03113	1.1.1.232	R04518
rxn03427	2.3.2.-|3.4.13.19	R05055
rxn03428		R05056
rxn03429		R05057
rxn03430		R05058
rxn03523	2.3.2.-	R05207
rxn04838	3.3.2.-	R07031
rxn04839	3.3.2.-	R07032
rxn04840	1.11.1.9	R07034
rxn04841	1.11.1.9	R07035
rxn04843	3.3.2.-	R07037
rxn04844	1.13.11.-	R07038
rxn04845	5.4.4.-	R07039
rxn04846	5.4.4.-	R07040
rxn04847	1.14.15.3	R07041
rxn04848	1.14.14.1	R07042
rxn04849	1.14.14.1	R07043
rxn04850	1.14.14.1	R07044
rxn04851	1.14.14.1	R07045
rxn04852	1.14.14.1	R07046
rxn04853	1.13.11.-	R07047
rxn04854	1.14.14.1	R07048
rxn04855	1.13.11.-	R07049
rxn04856	1.14.14.1	R07050
rxn04857	1.14.14.1	R07051
rxn04858	1.14.14.1	R07052
rxn04859	1.13.11.-|1.13.11.40	R07053
rxn04860	1.14.14.1	R07054
rxn04870		R07067
rxn04911	3.3.2.10	R07108
rxn04912	3.3.2.10	R07109
rxn04913	3.3.2.10	R07110
rxn04914	3.3.2.10	R07111
rxn06841		R05059
rxn06842		R05060
rxn11577	2.3.2.2	R03867
rxn11966	1.1.1.188	R02799
rxn13951	3.1.1.4	R01317
rxn14018	1.14.99.1	R00073
rxn16348	1.11.1.20	R09506
rxn33360	1.1.1.184|1.1.1.189	R02581
rxn33373	1.1.1.184|1.1.1.189	R02581
rxn33377	5.3.99.3	R02265
rxn33479	5.3.99.2	R02266
rxn35582	3.3.2.7	R07036
rxn39786	5.4.4.7	R07039
