id	ec_numbers	KEGG
rxn00069	1.4.1.14	R00093
rxn00085	1.4.1.13	R00114
rxn00113	6.3.4.16|6.3.4.16-	R00149
rxn00182	1.4.1.2|1.4.1.3|1.4.1.4	R00243
rxn00184	1.4.1.3|1.4.1.4	R00248
rxn00187	6.3.1.2	R00253
rxn00189	3.5.1.2|3.5.1.38|6.3.5.4|6.3.5.5	R00256
rxn00191	2.6.1.2	R00258
rxn00194	4.1.1.15	R00261
rxn00200	3.5.1.-|3.5.1.111|3.5.1.3	R00269
rxn00254	3.5.1.-|3.5.1.3	R00348
rxn00260	2.6.1.1	R00355
rxn00262	1.4.3.16|1.4.3.2	R00357
rxn00263	1.4.3.1|1.4.3.15	R00359
rxn00272	2.6.1.44	R00369
rxn00278	1.4.1.1	R00396
rxn00279	4.1.1.12	R00397
rxn00282	2.6.1.12	R00400
rxn00340	6.3.1.1|6.3.5.4	R00483
rxn00341	3.5.1.7	R00484
rxn00342	3.5.1.1|3.5.1.38	R00485
rxn00344	2.3.1.17	R00487
rxn00345	3.5.1.15	R00488
rxn00347	3.5.1.38|4.3.1.1	R00490
rxn00348	5.1.1.13	R00491
rxn00414	6.3.5.5	R00575
rxn00415	2.6.1.15	R00576
rxn00416	6.3.5.4	R00578
rxn00503	1.5.1.12	R00707
rxn00504	1.5.1.12	R00708
rxn00508	1.2.1.16|1.2.1.24	R00713
rxn00509	1.2.1.16|1.2.1.79	R00714
rxn00555	2.6.1.16	R00768
rxn00790	2.4.2.14	R01072
rxn00800	4.3.2.2	R01083
rxn00802	4.3.2.1	R01086
rxn00838	6.3.4.4	R01135
rxn01018	2.1.3.2	R01397
rxn01204	2.6.1.19	R01648
rxn01434	6.3.4.5	R01954
rxn05984	2.6.1.14	R01346
rxn15064	2.6.1.16	R00768
rxn19010	6.3.4.16|6.3.4.16-	R00149
rxn19208	3.5.1.1|3.5.1.38	R00485
rxn19368	1.4.3.1|1.4.3.15	R00359
rxn19742	2.6.1.19	R01648
rxn19827	1.4.1.2|1.4.1.3|1.4.1.4	R00243
rxn19831	3.5.1.2|3.5.1.38|6.3.5.4|6.3.5.5	R00256
rxn19835	6.3.1.2	R00253
rxn19836	6.3.1.2	R00253
rxn20013	3.5.1.-|3.5.1.3	R00348
rxn20649	1.5.1.12	R00707
rxn23361	3.5.1.-|3.5.1.111|3.5.1.3	R00269
rxn24177	3.5.1.-|3.5.1.3	R00348
rxn24212	2.6.1.-|2.6.1.19|2.6.1.96	R10178
rxn24213	2.6.1.-|2.6.1.19|2.6.1.96	R10178
rxn27251	1.2.1.16|1.2.1.24	R00713
rxn27686	6.3.4.4	R01135
rxn27694	2.6.1.44	R00369
rxn27695	2.6.1.44	R00369
rxn27697	2.6.1.2	R00258
rxn27698	2.6.1.2	R00258
rxn27708	4.3.2.2	R01083
rxn27716	4.3.2.1	R01086
rxn27717	6.3.4.5	R01954
rxn27719	2.6.1.1	R00355
rxn27720	2.6.1.1	R00355
rxn27725	2.1.3.2	R01397
rxn27743	6.3.5.5	R00575
rxn27867	2.6.1.19	R01648
rxn27887	1.4.1.3|1.4.1.4	R00248
rxn27888	1.4.1.14	R00093
rxn27889	1.4.1.13	R00114
rxn28100	2.4.2.14	R01072
rxn28199	1.5.1.12	R00708
rxn28328	2.6.1.-|2.6.1.19|2.6.1.96	R10178
rxn29002	1.2.1.16|1.2.1.79	R00714
rxn29950	3.5.1.1|3.5.1.38	R00485
rxn29962	3.5.1.2|3.5.1.38|6.3.5.4|6.3.5.5	R00256
rxn29992	3.5.1.1|3.5.1.38	R00485
rxn29993	6.3.1.1|6.3.5.4	R00483
rxn29994	3.5.1.38|4.3.1.1	R00490
rxn30022	6.3.1.2	R00253
rxn30023	1.4.1.3|1.4.1.4	R00248
rxn30024	3.5.1.2|3.5.1.38|6.3.5.4|6.3.5.5	R00256
rxn30075	1.4.1.2|1.4.1.3|1.4.1.4	R00243
rxn30302	1.4.1.1	R00396
rxn30304	1.4.3.16|1.4.3.2	R00357
rxn30353	3.5.1.1|3.5.1.38	R00485
rxn30355	2.6.1.1	R00355
rxn30592	6.3.4.16|6.3.4.16-	R00149
rxn30618	3.5.1.1|3.5.1.38	R00485
rxn30627	6.3.5.5	R00575
rxn30679	1.4.1.3|1.4.1.4	R00248
rxn30680	3.5.1.2|3.5.1.38|6.3.5.4|6.3.5.5	R00256
rxn30722	1.4.3.16|1.4.3.2	R00357
rxn31211	2.6.1.2	R00258
rxn31216	6.3.5.5	R00575
rxn31319	6.3.4.16|6.3.4.16-	R00149
rxn31885	3.5.1.-|3.5.1.111|3.5.1.3	R00269
rxn31894	1.2.1.16|1.2.1.24	R00713
rxn32053	1.4.3.16|1.4.3.2	R00357
rxn32195	1.2.1.16|1.2.1.79	R00714
rxn32227	6.3.5.4	R00578
rxn32367	2.6.1.16	R00768
rxn32369	2.6.1.16	R00768
rxn32371	2.6.1.16	R00768
rxn32557	2.6.1.44	R00369
rxn32901	1.5.1.12	R00707
rxn33563	1.5.1.12	R00708
rxn33943	1.4.1.3|1.4.1.4	R00248
rxn34557	1.4.3.16|1.4.3.2	R00357
rxn34558	3.5.1.1|3.5.1.38	R00485
rxn34786	4.1.1.15	R00261
rxn34787	3.5.1.2|3.5.1.38|6.3.5.4|6.3.5.5	R00256
rxn34790	1.4.1.2|1.4.1.3|1.4.1.4	R00243
rxn34791	6.3.1.2	R00253
rxn34792	6.3.1.2	R00253
rxn34793	1.4.1.2|1.4.1.3|1.4.1.4	R00243
rxn34794	1.4.1.3|1.4.1.4	R00248
rxn35314	6.3.4.16|6.3.4.16-	R00149
rxn35448	2.1.3.2	R01397
rxn38000	6.3.4.16|6.3.4.16-	R00149
rxn38028	2.6.1.2	R00258
rxn38029	2.6.1.2	R00258
rxn38046	6.3.5.4	R00578
rxn38060	6.3.5.5	R00575
rxn40419	6.3.1.17	R10677
rxn40420	6.3.2.41|6.3.2.42	R10678
rxn40429	3.4.17.21	R10687
rxn40430		R10688
rxn40434		R10693
