id	ec_numbers	KEGG
rxn00498	2.5.1.-|2.5.1.103|2.5.1.21|2.5.1.96	R00702
rxn01489	2.5.1.32|2.5.1.99	R02065
rxn02945	2.5.1.32	R04218
rxn03646	5.5.1.19	R05341
rxn03648		R05345
rxn04755	1.14.13.90	R06946
rxn04756	1.14.13.90	R06947
rxn04757	5.3.99.9	R06948
rxn04758		R06949
rxn04759		R06950
rxn04760	5.3.99.9	R06951
rxn04761	1.13.11.51	R06952
rxn04762	1.13.11.51	R06953
rxn04763	1.1.1.288	R06954
rxn04764		R06955
rxn04765		R06956
rxn04766	1.2.3.14	R06957
rxn04767		R06958
rxn04768		R06959
rxn04771	5.5.1.-|5.5.1.19	R06962
rxn04772	5.5.1.18	R06963
rxn04962	1.10.99.3	R07178
rxn04963	1.10.99.3	R07179
rxn04978	1.14.13.90	R07199
rxn04979	1.14.13.90	R07200
rxn04981	1.14.13.93	R07202
rxn05031	2.5.1.32	R07270
rxn05068	5.3.99.8	R07320
rxn05069	5.3.99.8	R07321
rxn06790	1.3.5.6|1.3.99.26|1.3.99.28|1.3.99.30|1.3.99.31	R04798
rxn06792	1.3.5.6|1.3.99.26|1.3.99.30|1.3.99.31	R04800
rxn07343	5.2.1.-|5.2.1.13	R07512
rxn07348	1.14.99.-	R07517
rxn07350	4.2.1.131	R07519
rxn07352	2.1.1.-|2.1.1.210	R07521
rxn07353	4.2.1.131	R07522
rxn07355	2.1.1.-|2.1.1.210	R07524
rxn07356	1.-.-.-	R07525
rxn07357	1.-.-.-	R07526
rxn07358	2.1.1.210	R07527
rxn07359	4.2.1.131	R07528
rxn07360	2.1.1.210	R07529
rxn07361	1.14.13.-|1.14.13.129	R07530
rxn07362	1.14.99.45	R07531
rxn07363	4.2.1.131	R07532
rxn07364	2.1.1.-|2.1.1.210	R07533
rxn07366	2.1.1.210	R07535
rxn07367	4.2.1.131	R07536
rxn07368	1.-.-.-	R07537
rxn07369	1.-.-.-	R07538
rxn07370	4.2.1.131	R07539
rxn07372		R07541
rxn07374	4.2.1.131	R07543
rxn07375		R07544
rxn07376		R07545
rxn07377		R07546
rxn07378		R07547
rxn07385	1.14.13.-	R07554
rxn07386		R07555
rxn07387	1.14.13.-	R07556
rxn07388		R07557
rxn07389	1.14.13.-|1.14.13.129	R07558
rxn07390	1.14.13.-|1.14.13.129	R07559
rxn07392	1.14.13.-|1.14.13.129	R07561
rxn07394		R07563
rxn07395		R07564
rxn07397		R07566
rxn07399	1.14.13.-|1.14.13.129	R07568
rxn07400	1.14.13.-|1.14.13.129	R07569
rxn07402		R07571
rxn07403	1.14.13.-|1.14.13.129	R07572
rxn07404		R07573
rxn07405	2.4.1.276	R07574
rxn07406	2.4.1.263	R07575
rxn07407		R07576
rxn07408		R07577
rxn07409		R07578
rxn07410		R07579
rxn07411		R07580
rxn07412		R07581
rxn07468	1.3.8.2	R07653
rxn07469	1.14.99.44	R07654
rxn07470	2.4.1.-	R07655
rxn07471	2.3.1.-	R07656
rxn07625		R07834
rxn07631	5.5.1.18	R07840
rxn07632		R07841
rxn07633		R07842
rxn07634		R07843
rxn07635		R07844
rxn07636		R07845
rxn07637		R07846
rxn07638		R07847
rxn07639		R07848
rxn07640		R07849
rxn07643		R07852
rxn07646	5.5.1.19	R07856
rxn07647		R07857
rxn07648		R07858
rxn07891		R08102
rxn11574	5.5.1.19	R03824
rxn11619	1.3.5.5	R04786
rxn11620	1.3.5.5|1.3.99.28|1.3.99.29|1.3.99.30|1.3.99.31	R04787
rxn11625	5.5.1.-|5.5.1.19	R04801
rxn15683	1.3.99.30	R07518
rxn15684	1.3.99.27	R07520
rxn15685	1.3.99.27	R07523
rxn15686	1.3.99.27	R07534
rxn15689	1.14.13.129	R07562
rxn15690		R07565
rxn15691		R07567
rxn15692	1.14.13.129	R07570
rxn15705	1.14.99.45	R07850
rxn15706	1.14.13.129	R07851
rxn15892		R08988
rxn15893		R08989
rxn15894	1.14.13.-	R08990
rxn16496	1.3.5.5	R09653
rxn16497	1.3.5.5	R09654
rxn16498	5.2.1.12	R09655
rxn16499	1.3.5.6	R09656
rxn16501	1.3.5.6	R09658
rxn16514	1.14.99.44	R09671
rxn16538	1.3.99.28|1.3.99.29|1.3.99.30|1.3.99.31	R09692
rxn16569	3.2.1.175	R09723
rxn16570	3.2.1.175	R09723
rxn16571	3.2.1.175	R09723
rxn16594	1.3.8.2	R09746
rxn16624	1.13.11.59	R09782
rxn16625	1.2.1.-|1.2.1.82	R09783
rxn16635	2.5.1.96	R09793
rxn21665	5.2.1.12	R09655
rxn21852	3.2.1.175	R09723
rxn22285	2.5.1.32	R10508
rxn22724	2.5.1.-|2.5.1.103|2.5.1.21|2.5.1.96	R00702
rxn24215	1.13.11.51	R06952
rxn24542	1.14.13.90	R07199
rxn24543	1.14.13.90	R06946
rxn24546	1.14.13.90	R07200
rxn24547	1.14.13.90	R06947
rxn24548	1.10.99.3	R07178
rxn24549	1.10.99.3	R07179
rxn24576	5.5.1.-|5.5.1.19	R04801
rxn26503	5.5.1.18	R06963
rxn26505	5.5.1.19	R05341
rxn26506	5.5.1.19	R03824
rxn27468	1.14.13.93	R07202
rxn27520	2.5.1.32|2.5.1.99	R02065
rxn28382	2.5.1.32	R07270
rxn28386	1.14.13.129	R07558
rxn28387	1.14.13.129	R07559
rxn28388	5.5.1.18	R07840
rxn28390	5.2.1.-|5.2.1.13	R07512
rxn28803	5.5.1.-|5.5.1.19	R06962
rxn28890	2.5.1.32	R04218
rxn30937	1.10.99.3	R07178
rxn30938	1.10.99.3	R07179
rxn31337	1.14.13.-|1.14.13.129	R07530
rxn31338	1.14.99.45	R07531
rxn31339	1.14.13.-|1.14.13.129	R07558
rxn31340	1.14.13.-|1.14.13.129	R07559
rxn31341	1.14.13.-|1.14.13.129	R07561
rxn31342	1.14.13.-|1.14.13.129	R07568
rxn31343	1.14.13.-|1.14.13.129	R07569
rxn31344	1.14.13.-|1.14.13.129	R07572
rxn34648	5.3.99.9	R06948
