id	ec_numbers	KEGG
rxn03624	1.3.1.66	R05313
rxn03667	3.7.1.-	R05366
rxn03716	1.13.11.-	R05416
rxn03724	1.14.12.12	R05424
rxn03727	1.14.12.12	R05427
rxn03740	1.14.12.-	R05440
rxn03752	6.2.1.-	R05452
rxn03753	6.4.1.-|6.4.1.8	R05453
rxn03796	2.3.1.-|2.3.1.16	R05506
rxn06960	1.17.99.2	R05745
rxn11652	1.1.-.-|1.1.1.311	R05352
rxn11656	1.14.12.12	R05425
rxn11657	1.14.12.12	R05426
rxn23761	2.3.1.-|2.3.1.16	R05506
rxn32718	2.3.1.-|2.3.1.16	R05506
rxn32807	6.4.1.-|6.4.1.8	R05453
rxn32836	6.4.1.-|6.4.1.8	R05453
rxn32837	6.4.1.-|6.4.1.8	R05453
rxn32838	6.4.1.-|6.4.1.8	R05453
rxn33277	1.1.-.-|1.1.1.311	R05352
rxn33280	1.1.-.-|1.1.1.311	R05352
rxn33291	1.1.-.-|1.1.1.311	R05352
rxn33292	1.1.-.-|1.1.1.311	R05352
rxn33361	2.3.1.-|2.3.1.16	R05506
rxn33363	2.3.1.-|2.3.1.16	R05506
rxn39498	1.1.1.311	R05352
rxn39499	6.4.1.8	R05453
