id	ec_numbers	KEGG
rxn00024	1.10.3.1	R00031
rxn00035	1.21.3.2	R00044
rxn00522	1.4.3.2	R00729
rxn00524	1.14.18.1	R00731
rxn00527	2.6.1.1|2.6.1.5|2.6.1.57|2.6.1.9	R00734
rxn00529	4.1.1.25|4.1.1.28	R00736
rxn01499	4.1.1.25|4.1.1.28	R02080
rxn01716	1.14.13.-|1.14.18.1	R02383
rxn02067	1.3.3.8	R02880
rxn02396	4.1.1.80	R03341
rxn02565	1.1.1.218	R03591
rxn02566	1.1.1.218	R03592
rxn02627	1.14.11.31	R03698
rxn02641	2.1.1.118	R03721
rxn02642	1.3.3.8	R03722
rxn02710	1.21.3.3	R03831
rxn02711	2.1.1.116	R03832
rxn02712	1.14.21.2	R03834
rxn02713	2.1.1.117	R03835
rxn02715	1.14.13.37	R03842
rxn02857	2.1.1.89	R04077
rxn02858	4.2.1.78	R04084
rxn02993	1.4.3.21|1.4.3.4|1.4.3.6|1.4.9.2|1.4.99.4	R04300
rxn02997	4.2.1.78	R04305
rxn03051	1.14.21.5	R04400
rxn03206	1.14.21.1	R04690
rxn03207	2.1.1.122	R04691
rxn03208	2.1.1.115|2.1.1.140	R04692
rxn03210	1.14.21.3	R04694
rxn03211	1.5.1.27	R04695
rxn03212	1.14.21.4	R04696
rxn03213	1.1.1.248	R04697
rxn03214	1.14.13.55	R04699
rxn03215	1.14.13.37	R04700
rxn03216		R04701
rxn03217	1.14.13.56	R04702
rxn03218	1.5.3.12	R04703
rxn03219	2.1.1.120	R04705
rxn03220	1.5.3.12	R04706
rxn03221	2.1.1.119	R04707
rxn03222	1.14.13.57	R04708
rxn03231	2.3.1.150	R04723
rxn03261	1.5.3.12	R04768
rxn03472	2.1.1.128	R05123
rxn03473	1.1.1.247	R05124
rxn03474		R05125
rxn03475	1.14.11.31	R05126
rxn03476	1.14.11.32	R05127
rxn03525	1.14.21.3	R05210
rxn03526	2.1.1.115	R05211
rxn03527	2.1.1.116	R05212
rxn03528	2.1.1.121	R05213
rxn03529	2.1.1.128	R05214;R08793
rxn03530	1.14.21.3	R05215
rxn03531	2.1.1.115	R05216
rxn03997	1.14.13.71	R05732
rxn04006	4.3.3.4	R05749
rxn04007	4.3.3.3	R05750
rxn04116		R05887
rxn04117		R05888
rxn04118		R05889
rxn04119		R05890
rxn04120		R05891
rxn04121		R05892
rxn04122		R05893
rxn04123		R05894
rxn04124		R05895
rxn04125		R05896
rxn04126		R05897
rxn04955	1.5.1.31	R07169
rxn04990	1.14.16.2	R07212
rxn05008	2.1.1.147	R07241
rxn06501	1.5.-.-	R03833
rxn06992		R05895
rxn06993		R05897
rxn11618	4.2.99.d	R04769
rxn12083		R08436
rxn12084	2.1.1.-	R08437
rxn12085		R08439
rxn12086		R08440
rxn12087	2.1.1.-	R08441
rxn12088	1.1.1.-	R08442
rxn12093		R08447
rxn12094		R08448
rxn12095	2.1.1.-	R08449
rxn12096		R08450
rxn12098		R08452
rxn12099		R08453
rxn12100		R08454
rxn12101	2.1.1.-	R08455
rxn12102		R08456
rxn12103		R08457
rxn13952	1.3.3.8	R08795
rxn13993	2.1.1.122	R08789
rxn14005	1.14.21.-	R08790
rxn14200	2.1.1.-|2.1.1.337	R08791
rxn14225	2.1.1.-	R08788
rxn14258	2.1.1.-|2.1.1.291	R08787;R10605
rxn15737		R08438
rxn15738		R08451
rxn15789	2.1.1.-	R08787
rxn15790	2.1.1.-|2.1.1.291	R08788;R10606
rxn15791	2.1.1.115	R08794
rxn16239	1.14.11.32	R09402
rxn16895	1.14.21.1	R04690
rxn16896	1.14.21.3	R04694
rxn16897	1.14.21.4	R04696
rxn16898	1.14.21.5	R04400
rxn17086	1.14.13.55	R04699
rxn17087	1.14.13.56	R04702
rxn17088	1.14.13.57	R04708
rxn17124	1.14.21.2	R03834
rxn17405	2.1.1.118	R03721
rxn20772	1.21.3.3	R03831
rxn24667	1.14.13.37	R04700
rxn25080	1.3.3.8	R03722
rxn25081	1.3.3.8	R08795
rxn25082	1.14.21.3	R05215
rxn25497	1.14.21.-	R08790
rxn27000	1.4.3.21|1.4.3.4|1.4.3.6|1.4.9.2|1.4.99.4	R04300
rxn27287	1.3.3.8	R02880
rxn27524	2.6.1.1|2.6.1.5|2.6.1.57|2.6.1.9	R00734
rxn29954	1.4.3.21|1.4.3.4|1.4.3.6|1.4.9.2|1.4.99.4	R04300
rxn30444	2.6.1.1|2.6.1.5|2.6.1.57|2.6.1.9	R00734
rxn30445	2.6.1.1|2.6.1.5|2.6.1.57|2.6.1.9	R00734
rxn31401	4.1.1.25|4.1.1.28	R00736
rxn32590	4.2.1.78	R04305
rxn32609	2.1.1.128	R05123
rxn37937	2.6.1.1|2.6.1.5|2.6.1.57|2.6.1.9	R00734
rxn38890	1.4.3.2	R00729
rxn39413		R03698
rxn39484	1.14.11.31	R05126
rxn39485	1.14.11.32	R05127
rxn39493		R05212
