id	ec_numbers	KEGG
rxn00228	3.11.1.2	R00318
rxn00462	5.4.2.9	R00661
rxn00537	3.11.1.1	R00747
rxn01885	2.7.7.15	R02590
rxn02844	2.6.1.-	R04051
rxn02845	4.1.1.82	R04053
rxn02900	2.6.1.37	R04152
rxn02961	2.7.7.14	R04247
rxn02962	4.99.1.-	R04248
rxn02963	1.1.99.-	R04249
rxn02964		R04250
rxn02965		R04251
rxn02966		R04252
rxn03369	2.7.8.-	R04921
rxn03370		R04925
rxn06185		R02592
rxn06811	2.7.8.1	R04920
rxn06812	2.7.8.2	R04922
rxn06813		R04923
rxn06814		R04924
rxn11734	3.11.1.3	R08200
rxn13965	2.3.3.18	R08870
rxn13979		R08872
rxn14022	2.7.8.23	R08869
rxn14043	2.3.1.-|2.3.1.183	R08871
rxn14047		R08873
rxn14060	2.7.8.23	R08868
rxn14100	2.7.7.93	R08867
rxn14181		R08876
rxn14310		R08874
rxn14352		R08875
rxn14364		R08862
rxn15826		R08861
rxn15827	1.14.19.7	R08863
rxn15828		R08864
rxn15829		R08865
rxn15830		R08866
rxn15831		R08874
rxn15832		R08877
rxn15836		R08881
rxn15837		R08882
rxn15838		R08883
rxn15839		R08884
rxn15840		R08885
rxn15841		R08886
rxn15842		R08887
rxn15843		R08888
rxn16322	1.1.1.309	R09478
rxn21140	1.13.11.72	R08864
rxn26447	3.1.4.55	R10205
rxn26456	2.7.8.37	R10185
rxn26457	3.6.1.63	R10186
rxn26458	3.6.1.63	R10186
rxn39924	1.11.1.23	R08863
rxn40068	1.13.11.73	R10191
rxn40081	4.7.1.1	R10204
