id	ec_numbers	KEGG
rxn01067	1.14.13.17	R01463
rxn02014	6.2.1.7	R02794
rxn02015	3.5.1.24	R02797
rxn02638	2.3.1.65	R03718
rxn02639	2.3.1.176	R03719
rxn02640	2.3.1.65	R03720
rxn02794	6.2.1.7	R08743
rxn02795	3.5.1.24	R03975
rxn02796	3.5.1.24|3.5.1.74	R03977
rxn02972	1.1.1.181	R04263
rxn03283	1.14.13.15	R04806
rxn03284	1.14.13.15	R04807
rxn03285		R04808
rxn03286	4.2.1.107	R04809
rxn03287	1.1.1.35	R04810
rxn03289	1.1.1.35	R04812
rxn03290	4.2.1.107	R04813
rxn03291	1.3.1.3	R04817
rxn03292	1.1.1.213|1.1.1.50	R04818
rxn03293	1.1.1.213|1.1.1.50	R04819
rxn03294	1.3.1.3|1.3.99.6	R04823
rxn03295	1.1.1.213|1.1.1.50	R04824
rxn03296	1.1.1.213|1.1.1.50	R04825
rxn03297	1.14.13.-|1.14.13.95	R04826
rxn03499	1.14.13.100|1.14.13.17|1.14.13.60	R07372
rxn04068	3.5.1.24	R05835
rxn04986	1.14.13.98	R07207
rxn04987	1.14.13.99	R07208
rxn04988	1.14.13.100	R07209
rxn05049	3.1.2.27	R07296
rxn07205	1.14.99.38	R07218
rxn13953	1.14.13.15	R08760
rxn13980	1.1.1.181	R08723
rxn14015	1.17.99.3	R08740
rxn14049	1.1.1.181	R08728
rxn14072	1.14.13.15	R08505
rxn14138	2.3.1.176	R04811
rxn14149	1.14.13.15	R08761
rxn14174	1.1.1.181	R08724
rxn14193	2.3.1.65	R08744
rxn14212	6.2.1.28|6.2.1.7	R08738
rxn14228	2.3.1.65	R08745
rxn14236	1.14.13.15	R08725
rxn14274	5.1.99.4	R08739
rxn14296	6.2.1.7	R08733
rxn14303	1.14.13.100	R08727
rxn14311	5.1.99.4	R08734
rxn14319	1.1.1.181	R08721
rxn14344	3.1.2.27	R03974
rxn14367	1.17.99.3	R08735
rxn14371	1.14.13.15	R08726
rxn15495	1.1.1.35	R04812
rxn15496	4.2.1.107	R04813
rxn15777	1.14.13.15	R08758
rxn15778	1.14.13.15	R08759
rxn16862	1.1.1.181	R04263
rxn17468	2.3.1.176	R03719
rxn18999	6.2.1.28|6.2.1.7	R08738
rxn19000	6.2.1.7	R08733
rxn19858	2.3.1.65	R03718
rxn25846	2.3.1.65	R03720
rxn25891	2.3.1.65	R08744
rxn25892	2.3.1.65	R08745
rxn32735	1.14.13.15	R08760
rxn39439	3.5.1.24	R03975
