id	ec_numbers	KEGG
rxn00103	1.17.1.10|1.2.1.43	R00134
rxn00147	2.7.9.2	R00199
rxn00173	2.3.1.8	R00230
rxn00175	6.2.1.1	R00235
rxn00225	2.7.2.1|2.7.2.15	R00315
rxn00248	1.1.1.299|1.1.1.37	R00342
rxn00251	4.1.1.31	R00345
rxn00331	4.1.3.24	R00473
rxn00371	1.17.1.9|1.2.1.2	R00519
rxn00377	3.1.2.12	R00527
rxn00420	3.1.3.3	R00582
rxn00424	2.6.1.45	R00588
rxn00429	1.2.1.46	R00604
rxn00430	1.1.1.244	R00605
rxn00432	1.1.3.13	R00608
rxn00435	1.2.98.1|1.2.99.4	R00614
rxn00459	4.2.1.11	R00658
rxn00545	2.7.1.11	R00756
rxn00549	3.1.3.11	R00762
rxn00692	2.1.2.1	R00945
rxn00744	2.7.1.29	R01011
rxn00786	4.1.2.13	R01068
rxn00843	1.14.13.25	R01142
rxn00934	6.2.1.9	R01256
rxn01011	1.1.1.26|1.1.1.29|1.1.1.81	R01388
rxn01048	2.2.1.3	R01440
rxn01101	1.1.1.95	R01513
rxn01106	5.4.2.1|5.4.2.11|5.4.2.12	R01518
rxn01160	2.1.1.21	R01586
rxn01818	4.1.2.32	R02512
rxn01862	1.6.6.9	R02560
rxn02431	2.3.1.101	R03390
rxn02480	3.5.4.27	R03464
rxn02914	2.6.1.52	R04173
rxn03020	2.1.1.86	R04347
rxn03079	1.12.98.2|1.5.98.1|1.5.99.9	R04456
rxn03085	1.5.98.2|1.5.99.11	R04464
rxn03126	1.8.98.1	R04540
rxn03127	2.8.4.1	R04541
rxn03643	4.1.2.43	R05338
rxn03644	5.3.1.27	R05339
rxn03899	1.14.13.148|1.14.13.8	R05623
rxn04026	4.1.1.79	R05774
rxn04036	3.1.3.71	R05789
rxn04791	4.4.1.22	R06982
rxn04792	1.-.-.-|1.1.1.284	R06983
rxn04934	1.1.1.272|1.1.1.337	R07136;R230
rxn05803	1.2.99.2	R00296
rxn05869	1.5.99.5	R00609
rxn06020	1.5.8.1	R01588
rxn06177	1.5.8.2	R02511
