id	ec_numbers	KEGG
rxn00171	1.2.1.10	R00228
rxn00485	5.1.1.11	R00686
rxn00487	1.4.1.20	R00688
rxn00488	1.4.3.2	R00689
rxn00489	1.11.1.21|1.11.1.7|1.13.12.9	R00690;R00698
rxn00491	2.6.1.58	R00692
rxn00492	2.3.1.53	R00693
rxn00493	2.6.1.1|2.6.1.5|2.6.1.57|2.6.1.58|2.6.1.9	R00694
rxn00495	4.3.1.24|4.3.1.25|4.3.1.5	R00697
rxn00497	4.1.1.28|4.1.1.53	R00699
rxn00540	4.1.3.39	R00750
rxn00598	2.3.1.-|2.3.1.16|2.3.1.174	R00829
rxn00970		R01308
rxn00997	1.1.1.222|1.1.1.237	R01370
rxn00998	1.1.1.222|1.1.1.237	R01371
rxn00999	1.13.11.27	R01372
rxn01003	4.1.1.-|4.1.1.43|4.1.4.3	R01377;R01377
rxn01004	5.3.2.1	R01378
rxn01037	3.5.1.32	R01424
rxn01039		R01426
rxn01156	2.6.1.21	R01582
rxn01182	6.2.1.12	R01616
rxn01315	1.14.16.1	R01795
rxn01426	2.1.1.104	R01942
rxn01610	1.3.1.31	R02252
rxn01611	1.14.13.11	R02253
rxn01612	1.14.13.14	R02254
rxn01772	1.2.1.58	R02450
rxn01773	2.3.1.71	R02452
rxn01840	1.2.1.39|1.2.1.5	R02536;R02536
rxn01841	1.2.1.5	R02537
rxn01842	6.2.1.30	R02539
rxn01843	3.5.1.4	R02540
rxn01878	2.3.1.14	R02576
rxn01893	4.2.1.80	R02601
rxn01895	3.7.1.-|3.7.1.14	R02603
rxn01902	1.1.1.1|1.1.1.90	R02611
rxn01903	1.4.3.21|1.4.3.4|1.4.3.6	R02613
rxn02416	1.14.13.4	R03369
rxn02580	1.5.1.18	R03614
rxn02633	1.3.1.11	R03709
rxn02754	2.3.1.36	R03903
rxn03038	1.13.11.16	R04376
rxn03350		R04899
rxn03404		R05001
rxn03783	1.14.13.-	R05487
rxn04024	4.2.1.101	R05772
rxn04025	4.1.2.41	R05773
rxn04073	2.3.1.13|2.3.1.192	R05841
rxn04595		R06780
rxn04596		R06781
rxn04597	1.14.12.19	R06782
rxn04598	1.14.12.19	R06783
rxn04599	1.3.1.87	R06784
rxn04600	1.3.1.87	R06785
rxn04601	1.14.13.127	R06786
rxn04602	1.14.13.127	R06787
rxn04603	1.13.11.16	R06788
rxn04604	3.7.1.-|3.7.1.14	R06789
rxn04605		R06790
rxn04606		R06791
rxn04750	1.1.1.157|1.1.1.35	R06941
rxn04751	4.2.1.17	R06942
rxn04999	1.17.5.1	R07222
rxn05047	3.1.2.25	R07294
rxn05139	1.14.13.-	R07436
rxn05991	1.4.99.1	R01374
rxn06189	1.4.9.2|1.4.99.4	R02612
rxn12107		R08461
rxn12109		R08464
rxn12110	2.1.1.-	R08465
rxn12111		R08466
rxn12112	2.1.1.-	R08467
rxn14134	1.14.13.-	R08838
rxn14316	1.11.1.21|1.11.1.7|1.13.12.9	R00690;R00698
rxn15955		R09088
rxn15956	2.6.1.-	R09089
rxn15957		R09090
rxn15958		R09091
rxn16661	1.17.1.7|1.2.1.91	R09820
rxn16677	3.3.2.12|3.7.1.16	R09836
rxn16678	5.3.3.18	R09837
rxn16679	1.14.13.149	R09838
rxn16680	2.3.1.16	R09839
rxn16681	3.1.2.-	R09840
rxn19157	1.4.3.21|1.4.3.4|1.4.3.6	R02613
rxn19834	2.3.1.14	R02576
rxn20533	1.2.1.39	R02536
rxn20539	4.1.1.-|4.1.1.43|4.1.4.3	R01377;R01377
rxn21134	2.6.1.1|2.6.1.5|2.6.1.57|2.6.1.58|2.6.1.9	R00694
rxn24403	1.1.1.1|1.1.1.90	R02611
rxn25239		R09091
rxn27340	1.14.13.11	R02253
rxn27656	1.2.1.10	R00228
rxn28060	2.6.1.1|2.6.1.5|2.6.1.57|2.6.1.58|2.6.1.9	R00694
rxn28356	1.1.1.1|1.1.1.90	R02611
rxn28769	2.3.1.16	R09839
rxn28770	2.3.1.16	R09839
rxn29966	1.4.3.21|1.4.3.4|1.4.3.6	R02613
rxn29989	1.2.1.39|1.2.1.5	R02536;R02536
rxn30045	6.2.1.30	R02539
rxn30088	3.5.1.4	R02540
rxn30220	1.4.3.21|1.4.3.4|1.4.3.6	R02613
rxn30348	3.5.1.4	R02540
rxn30362	6.2.1.12	R01616
rxn30552	4.3.1.24|4.3.1.25|4.3.1.5	R00697
rxn31419		R01426
rxn32185	4.3.1.24|4.3.1.25|4.3.1.5	R00697
