id	ec_numbers	KEGG
rxn01597	1.1.1.245|1.1.1.90	R02229
rxn01598	1.14.13.22	R02231
rxn01600	1.4.3.12	R02233
rxn01866	3.10.1.2	R02564
rxn02347	1.1.1.174	R03278
rxn02348	1.1.1.174	R03279
rxn02663	3.1.1.-|3.1.1.17	R03751
rxn03455	1.2.1.4|1.2.1.63	R05099
rxn03456	3.7.1.11	R05100
rxn03546	1.1.1.2	R05231
rxn03595	1.1.1.258	R05283
rxn03657	3.5.2.-	R05356
rxn03797	2.6.1.-|2.6.1.af	R05507
rxn04023	4.2.1.103	R05771
rxn04471	1.1.1.174	R06621
rxn04472	1.14.13.22	R06622
rxn04749	3.5.1.-	R06940
rxn04750	1.1.1.157|1.1.1.35	R06941
rxn04751	4.2.1.17	R06942
rxn04752	1.3.99.-	R06943
rxn04753	6.2.1.-	R06944
rxn04754	1.14.15.-	R06945
rxn37809	1.1.1.157|1.1.1.35	R06941
rxn37816	4.2.1.17	R06942
