id	ec_numbers	KEGG
rxn07125	2.3.1.-	R06635
rxn07127	2.3.1.-	R06637
rxn07131	2.3.1.-	R06641
rxn07132	1.1.1.-	R06642
rxn07133	2.3.1.-	R06643
rxn07134	2.3.1.-	R06644
rxn07135	2.3.1.-	R06645
rxn16049	4.2.1.-	R09187
rxn16118	2.3.1.-	R09258
rxn16119		R09259
rxn16120		R09260
rxn16121		R09261
rxn16122	1.1.1.-	R09262
rxn16123	1.1.1.-	R09263
rxn16124	1.1.1.-	R09264
rxn16125	4.2.1.-	R09265
rxn16126	4.2.1.-	R09266
rxn16127	4.2.1.-	R09267
rxn16128	4.2.1.-	R09268
rxn16129	4.2.1.-	R09269
rxn39739		R06635
rxn39740		R06637
rxn39741		R06641
rxn39742		R06642
rxn39743		R06643
rxn39744		R06644
rxn39745		R06645
