id	ec_numbers	KEGG
rxn00165	4.2.1.13|4.3.1.17|4.3.1.19	R00220
rxn00166	4.3.1.18	R00221
rxn00267	1.4.2.1	R00364
rxn00269	1.4.3.19|1.4.3.2|1.4.3.3	R00366
rxn00270	2.1.1.156|2.1.1.162|2.1.1.20	R00367
rxn00274	2.3.1.29	R00371
rxn00275	2.6.1.4|2.6.1.44	R00372
rxn00337	2.7.2.4	R00480
rxn00404	2.1.4.1	R00565
rxn00420	3.1.3.3	R00582
rxn00422	2.6.1.51	R00585
rxn00424	2.6.1.45	R00588
rxn00425	5.1.1.10|5.1.1.18	R00589
rxn00433	1.5.3.1	R00610
rxn00541	4.1.2.5	R00751
rxn00599	2.3.1.37	R00830
rxn00692	2.1.2.1	R00945
rxn00737	4.3.1.19	R00996
rxn00742	4.4.1.1	R01001
rxn00752	1.1.3.17	R01022
rxn01011	1.1.1.26|1.1.1.29|1.1.1.81	R01388
rxn01013	1.1.1.79|1.1.1.81	R01392
rxn01068	1.1.1.103	R01465
rxn01069	4.2.3.1|4.2.99.2	R01466
rxn01099	3.1.3.38	R01511
rxn01101	1.1.1.95	R01513
rxn01102	2.7.1.31	R01514
rxn01106	5.4.2.1|5.4.2.11|5.4.2.12	R01518
rxn01142	3.5.3.3	R01566
rxn01300	2.7.1.39	R01771
rxn01301	1.1.1.3	R01773
rxn01302	1.1.1.3	R01775
rxn01373	2.1.1.2	R01883
rxn01643	1.2.1.11	R02291
rxn01833	1.4.3.21|1.4.3.4	R02529
rxn01867	1.2.1.8	R02565
rxn01868	1.2.1.8	R02566
rxn01964	4.2.1.20	R02722
rxn02028	2.1.1.5	R02821
rxn02047		R02854
rxn02620	2.7.3.5	R03691
rxn02667	1.1.1.75	R03759
rxn02914	2.6.1.52	R04173
rxn04142	4.1.2.48|4.1.2.49|4.1.2.5	R06171
rxn04786	2.6.1.-|2.6.1.76	R06977
rxn04787	2.3.1.178	R06978
rxn04788	4.2.1.108	R06979
rxn05870	1.5.8.3|1.5.99.1	R00611
rxn05909	4.2.1.22	R00891
rxn05921	1.1.99.1	R01025
rxn06017	1.5.8.4	R01565
rxn06044	2.7.8.8	R01800
rxn06377	1.4.4.2	R03425
rxn06493	1.8.1.4	R03815
rxn06600	2.1.2.10	R04125
rxn07270	1.14.15.7	R07409
rxn07465	4.1.1.86	R07650
rxn07840	1.14.11.-|1.14.11.55	R08050
rxn08647	2.7.1.-|2.7.1.165|2.7.1.31	R08572
rxn10770	1.1.1.1	R08557
rxn11743	1.1.3.17	R08211
rxn12191	1.1.1.-|1.1.1.1	R08558
rxn15167	4.2.1.22	R01290
rxn15371		R02854
rxn15372		R02854
rxn16641	3.5.4.44	R09800
rxn16642	3.5.1.-|3.5.1.125	R09801
rxn16646	1.2.1.-|1.2.1.M5	R09805
rxn18917	5.4.2.1|5.4.2.11|5.4.2.12	R01518
rxn18977	5.1.1.10|5.1.1.18	R00589
rxn19149	1.4.3.21|1.4.3.4	R02529
rxn19217	1.2.1.8	R02565
rxn19218	1.2.1.8	R02565
rxn19219	1.2.1.8	R02565
rxn19849	1.1.1.26|1.1.1.29|1.1.1.81	R01388
rxn19855	2.1.4.1	R00565
rxn19870	2.1.2.1	R00945
rxn19905	2.7.1.39	R01771
rxn20523	1.1.1.95	R01513
rxn20630	2.6.1.52	R04173
rxn26100	3.1.3.3	R00582
rxn27104	2.6.1.51	R00585
rxn27723	1.2.1.11	R02291
rxn27724	2.7.2.4	R00480
rxn27728	1.2.1.8	R02565
rxn27876	2.7.1.-|2.7.1.165|2.7.1.31	R08572
rxn27895	2.7.1.31	R01514
rxn27900	1.1.1.26|1.1.1.29|1.1.1.81	R01388
rxn27909	2.6.1.4|2.6.1.44	R00372
rxn27914	2.1.2.1	R00945
rxn27932	1.1.1.3	R01775
rxn27933	1.1.1.3	R01773
rxn27943	1.1.1.26|1.1.1.29|1.1.1.81	R01388
rxn28059	1.1.1.95	R01513
rxn28318	1.1.1.1	R08557
rxn28984	2.6.1.51	R00585
rxn28985	2.6.1.45	R00588
rxn28986	2.6.1.45	R00588
rxn29011	4.3.1.19	R00996
rxn29012	4.2.3.1|4.2.99.2	R01466
rxn29936	4.2.1.20	R02722
rxn29975	3.1.3.3	R00582
rxn29982	1.4.3.21|1.4.3.4	R02529
rxn30060	4.3.1.18	R00221
rxn30061	4.2.1.13|4.3.1.17|4.3.1.19	R00220
rxn30064	4.3.1.19	R00996
rxn30135	2.3.1.37	R00830
rxn30143	4.3.1.19	R00996
rxn30306	4.4.1.1	R01001
rxn30312	2.1.2.10	R04125
rxn30384	1.4.4.2	R03425
rxn30385	2.1.2.10	R04125
rxn30386	1.8.1.4	R03815
rxn30440	4.3.1.19	R00996
rxn30633		R01001
rxn30635	4.2.1.22	R01290
rxn30686	2.1.2.1	R00945
rxn30983	3.1.3.3	R00582
rxn31075	1.5.3.1	R00610
rxn31088	4.2.3.1|4.2.99.2	R01466
rxn31096	4.2.1.20	R02722
rxn31801	1.1.1.95	R01513
rxn32307	2.6.1.4|2.6.1.44	R00372
rxn32319	5.1.1.10|5.1.1.18	R00589
rxn32531	1.1.1.79|1.1.1.81	R01392
rxn32727	4.3.1.18	R00221
rxn32749	1.14.15.7	R07409
rxn32961	4.2.1.13|4.3.1.17|4.3.1.19	R00220
rxn32996	4.1.2.5	R00751
rxn32998	4.1.2.5	R00751
rxn33041	1.1.1.103	R01465
rxn33043	1.1.1.103	R01465
rxn33130	1.2.1.8	R02566
rxn33134	2.6.1.45	R00588
rxn33145	1.2.1.8	R02566
rxn33374	1.2.1.11	R02291
rxn33386	1.4.3.21|1.4.3.4	R02529
rxn33426	4.4.1.1	R01001
rxn33428	4.4.1.1	R01001
rxn33507	4.4.1.1	R01001
rxn33642	2.6.1.51	R00585
rxn33977	2.1.2.1	R00945
rxn33994	4.2.1.20	R02722
rxn35209	1.4.3.21|1.4.3.4	R02529
rxn35211	2.3.1.29	R00371
rxn35212	2.6.1.4|2.6.1.44	R00372
rxn35214	4.1.2.5	R00751
rxn35215	4.2.1.13|4.3.1.17|4.3.1.19	R00220
rxn35234	5.4.2.1|5.4.2.11|5.4.2.12	R01518
rxn35533	4.3.1.19	R00996
rxn38124	2.7.1.31	R01514
rxn38130	2.1.2.1	R00945
rxn38151	2.7.1.39	R01771
rxn38152	2.7.1.39	R01771
rxn38153	2.7.1.39	R01771
rxn38396	1.1.1.1	R08557
rxn38397	1.1.1.1	R08557
rxn38398	1.1.1.1	R08557
rxn38885	1.1.1.79|1.1.1.81	R01392
rxn38888	1.4.3.19|1.4.3.2|1.4.3.3	R00366
rxn38981	4.1.2.48|4.1.2.49|4.1.2.5	R06171
rxn39270		R00611
rxn39304		R01565
rxn39369		R02854
