id	ec_numbers	KEGG
rxn00943	3.1.2.2|3.1.2.22	R01274
rxn06369	1.14.19.2	R03370
rxn06492	1.14.19.3	R03814
rxn07572	2.3.1.-|2.3.1.199	R07758
rxn07573	1.1.1.-	R07759
rxn07574	4.2.1.-	R07760
rxn07575	1.3.1.-|1.3.1.38|1.3.1.93	R07761
rxn07576	2.3.1.-|2.3.1.179|2.3.1.41	R07762
rxn07577	1.1.1.100	R07763
rxn07578	4.2.1.-	R07764
rxn07579	1.3.1.-|1.3.1.9	R07765
rxn07723	1.14.19.3	R07933
rxn07724	1.3.3.6	R07934
rxn07725	4.2.1.-	R07935
rxn07726	1.1.1.211	R07936
rxn07727	2.3.1.16	R07937
rxn07740	1.3.3.6	R07950
rxn07741	4.2.1.-	R07951
rxn07742	1.1.1.211	R07952
rxn07743	2.3.1.16	R07953
rxn08444	3.1.2.2	R08174
rxn11710	3.1.2.2	R08175
rxn11711	3.1.2.-|3.1.2.2	R08176
rxn11712	3.1.2.-|3.1.2.2	R08177
rxn11713	3.1.2.2	R08178
rxn11714	3.1.2.2	R08179
rxn11715	3.1.2.2	R08180
rxn11716	3.1.2.2	R08181
rxn11717	3.1.2.2	R08182
rxn11718	3.1.2.2	R08183
rxn11719	3.1.2.-	R08184
rxn11720	3.1.2.-	R08185
rxn11721	3.1.2.-	R08186
rxn11722	3.1.2.-	R08187
rxn11723	3.1.2.-	R08188
rxn11724	3.1.2.-	R08189
rxn11725	3.1.2.-	R08190
rxn11726	3.1.2.-	R08191
rxn11727	3.1.2.-	R08192
rxn11801	3.1.2.-	R08273
rxn14024	1.14.19.1	R02222
rxn17806	3.1.2.2	R08175
rxn17810	3.1.2.2|3.1.2.22	R01274
rxn17811	3.1.2.2	R08174
rxn20502	3.1.2.2|3.1.2.22	R01274
rxn20503	3.1.2.2|3.1.2.22	R01274
rxn25652	1.3.1.-|1.3.1.38|1.3.1.93	R07761
rxn25709	3.1.2.2	R08174
rxn25713	3.1.2.2	R08175
rxn25720	1.3.1.-|1.3.1.9	R07765
rxn30096	2.3.1.-|2.3.1.179|2.3.1.41	R07762
rxn30140	4.2.1.-	R07764
rxn30175	1.1.1.100	R07763
rxn32988	3.1.2.-|3.1.2.2	R08177
rxn33702	3.1.2.-|3.1.2.2	R08176
rxn33728	3.1.2.2	R08183
rxn37686	3.1.2.-|3.1.2.2	R08177
