id	ec_numbers	KEGG
rxn00501	1.2.1.18|1.2.1.27	R00705
rxn00502	1.2.1.18	R00706
rxn00747	5.3.1.1	R01015
rxn00878	2.7.1.64	R01182
rxn00879	1.1.1.18	R01183
rxn00880	1.13.99.1	R01184
rxn00881	3.1.3.25	R01185
rxn00882	3.1.3.25	R01186
rxn00883	3.1.3.25	R01187
rxn00884	2.1.1.40	R01188
rxn00885	2.1.1.39	R01189
rxn01176	4.1.2.29	R05378;R05378
rxn02388	3.1.3.64	R03330
rxn02417	3.1.3.62|3.1.3.8	R03371
rxn02418	3.1.3.26|3.1.3.62	R03372
rxn02434	3.1.3.57	R03393
rxn02435	3.1.3.56|3.1.3.56-	R03394
rxn02455	3.1.3.57	R03427
rxn02456	2.7.1.134|2.7.1.159	R03428
rxn02457	2.7.1.159	R03429
rxn02458	3.1.3.56	R03430
rxn02460	2.7.1.127	R03433
rxn02461	3.1.3.62	R03434
rxn02489	2.7.1.140	R03478
rxn02490	2.7.1.134	R03479
rxn03023	2.7.1.92	R05661;R04351;R05661
rxn03035	3.1.3.66	R04372
rxn03519	2.7.1.158	R05202
rxn04040	2.7.1.151	R05800
rxn04041	2.7.1.151	R05801
rxn05072	5.5.1.4	R07324
rxn06046	2.7.8.11	R01802
rxn06362	3.1.4.3|4.6.1.13	R03332
rxn06365	2.7.1.67	R03361
rxn06366	2.7.1.137	R03362
rxn06367	3.1.3.64	R03363
rxn06378	3.1.4.11	R03435
rxn06389	2.7.1.68	R03469
rxn06682	3.1.3.36	R04404
rxn06716	3.1.3.67	R04513
rxn06721	2.7.1.153	R04545
rxn06972	2.7.1.154	R05795
rxn06976	2.7.1.150	R05802
rxn06977	2.7.1.149	R05803
rxn07230	3.1.3.66	R07299
rxn11999		R04504
rxn12146	5.3.1.-	R08503
rxn12147	3.7.1.-|3.7.1.22	R08603
rxn13010	3.1.3.64	R03363
rxn15151	1.13.99.1	R01184
rxn15668	5.5.1.4	R07324
rxn15669	5.5.1.4	R07324
rxn16512	2.7.7.74	R09669
rxn16513	2.7.8.34	R09670
rxn16668	3.1.3.86	R09827
rxn16798	1.1.1.18|1.1.1.369	R09951
rxn16799	5.3.99.-|5.3.99.11	R09952
rxn16800	1.1.1.-|1.1.1.370	R09953
rxn16801	1.1.1.-|1.1.1.371	R09954
rxn17662	2.7.1.127	R03433
rxn17663	2.7.1.140	R03478
rxn17853	3.1.3.56|3.1.3.56-	R03394
rxn17854	3.1.3.62	R03434
rxn20219	5.5.1.4	R07324
rxn21239	3.1.3.26|3.1.3.62	R03372
rxn21240	3.1.3.26|3.1.3.62	R03372
rxn21244	3.1.3.62|3.1.3.8	R03371
rxn23817	1.2.1.18|1.2.1.27	R00705
rxn24251	2.7.1.151	R05801
rxn25975	3.1.3.62|3.1.3.8	R03371
rxn27386	5.3.1.1	R01015
rxn28001	3.1.3.25	R01187
rxn28168	3.1.3.25	R01185
rxn28169	3.1.3.25	R01186
rxn28543	3.1.3.62|3.1.3.8	R03371
rxn30408	2.7.1.158	R05202
rxn30409	2.7.1.151	R05800
rxn30583	3.1.3.56|3.1.3.56-	R03394
rxn30591	3.1.3.26|3.1.3.62	R03372
rxn30897	3.1.3.25	R01185
rxn30974	3.1.3.62|3.1.3.8	R03371
rxn32084	3.1.3.26|3.1.3.62	R03372
rxn32153	3.1.3.36	R04404
rxn32550	5.5.1.4	R07324
rxn32723	2.7.1.68	R03469
rxn32724	2.7.1.68	R03469
rxn32830	3.1.3.57	R03427
rxn33035	5.3.1.1	R01015
rxn33105	2.7.1.153	R04545
rxn33106	2.7.1.153	R04545
rxn33148	1.13.99.1	R01184
rxn33155	1.13.99.1	R01184
rxn33455	3.1.3.56|3.1.3.56-	R03394
rxn33617	2.7.1.134|2.7.1.159	R03428
rxn33623	3.1.3.57	R03393
rxn35254	3.1.3.66	R04372
rxn35258	3.1.3.56	R03430
rxn37807	1.2.1.18	R00706
rxn38173	5.5.1.4	R07324
rxn38174	5.5.1.4	R07324
rxn39311		R01802
rxn39389		R03332
rxn39391		R03361
rxn39392		R03362
rxn39393		R03363
rxn39400		R03435
rxn39904	5.3.1.30	R08503
