id	ec_numbers	KEGG
rxn00171	1.2.1.10	R00228
rxn00540	4.1.3.39	R00750
rxn01893	4.2.1.80	R02601
rxn02861	1.13.11.2	R04089
rxn03486	3.7.1.-	R05138
rxn03547	1.1.1.90|1.1.1.M33	R05232
rxn03550	1.2.1.29	R05235
rxn03555	1.3.1.58	R05240
rxn03561	1.13.11.-|1.14.12.-|1.14.12.25	R05247
rxn03562	1.13.11.-	R05248
rxn03578	1.14.13.-	R05266
rxn03594	1.1.1.90	R05282
rxn03600	1.14.15.-	R05288
rxn03601	1.2.1.28|1.2.1.7	R05289
rxn03602	1.14.12.-	R05290
rxn03603	1.14.12.-	R05291
rxn03604	1.3.1.67	R05292
rxn03605	1.3.1.67	R05293
rxn03607	1.13.11.2	R05295
rxn03610	4.1.3.-|4.1.3.39|4.1.3.43	R05298
rxn03620	1.3.1.-	R05309
rxn03625	1.3.1.68	R05314
rxn03649	1.1.1.90	R05347
rxn03650	1.1.1.90	R05348
rxn03654	1.2.1.32	R05353
rxn03665	3.7.1.-	R05364
rxn03675	4.1.1.77	R05374
rxn03678	4.1.1.-	R05377
rxn03690	5.3.2.-	R05389
rxn03728	1.14.12.-	R05428
rxn03742	1.14.15.-	R05442
rxn03743	1.14.15.-	R05443
rxn03934	1.2.1.28|1.2.1.7	R05663
rxn03935	1.2.1.28|1.2.1.7	R05664
rxn03936	1.14.12.-	R05665
rxn04095	4.2.1.80	R05864
rxn04096	3.7.1.9	R05865
rxn09944	1.2.1.-|1.2.1.87	R09097
rxn27656	1.2.1.10	R00228
rxn32710	1.2.1.10	R00228
rxn32711	1.2.1.10	R00228
