id	ec_numbers	KEGG
rxn00174	4.1.1.9	R00233
rxn00178	2.3.1.9	R00238
rxn00258	2.1.3.1	R00353
rxn00285	6.2.1.5	R00405
rxn00289	4.1.3.30	R00409
rxn00306	6.2.1.4	R00432
rxn00501	1.2.1.18|1.2.1.27	R00705
rxn00502	1.2.1.18	R00706
rxn00532	1.2.1.-|1.2.1.18|1.2.1.75	R00740
rxn00533	6.4.1.2	R00742
rxn00534	2.8.3.3	R00743
rxn00602	5.4.99.2	R00833
rxn00656	2.6.1.18	R00907
rxn00657	2.6.1.19|2.6.1.55	R00908
rxn00669	6.2.1.13	R00920
rxn00670	2.3.1.-|2.3.1.222|2.3.1.8	R00921
rxn00672	4.1.1.41|4.1.1.94|7.2.4.3	R00923
rxn00675	6.2.1.1|6.2.1.17	R00926
rxn00677	2.8.3.1	R00928
rxn00678	2.1.3.1	R00930
rxn00679	2.3.3.5|4.1.3.31	R00931
rxn00738	3.5.99.7|4.1.99.4-	R00997
rxn00741	1.1.1.27	R01000
rxn00748	4.2.3.3	R01016
rxn00985	2.7.2.1|2.7.2.15	R01353
rxn00986	6.2.1.1|6.2.1.17	R01354
rxn00990	2.8.3.-|2.8.3.8	R01359
rxn00995	4.1.1.4	R01366
rxn01056	2.8.3.-|2.8.3.1	R01449
rxn01130	1.1.1.80	R01550
rxn01174	1.1.1.59	R01608
rxn01177	4.2.1.27	R01611
rxn01355	6.4.1.3	R01859
rxn01615	1.1.1.77	R02257
rxn01618	1.1.1.283|1.2.1.49	R02260
rxn01709	4.2.1.28	R02376
rxn01710	1.1.1.1|1.1.1.202	R02377
rxn01832	1.1.1.-	R02528
rxn01995	3.1.2.17	R02764
rxn01996	5.1.99.1	R02765
rxn02123	4.2.1.54	R02963
rxn02181	4.2.1.116|4.2.1.17	R03045
rxn02182	4.3.1.6	R03046
rxn02261	3.1.2.4	R03158
rxn02424	1.2.1.18	R03381
rxn02731		R03872
rxn03060	4.2.1.79	R04424
rxn03061	4.2.1.99	R04425
rxn03368	1.1.1.-	R04919
rxn04794	2.3.1.-|2.3.1.54	R06987
rxn06691	1.3.99.3	R04432
rxn09944	1.2.1.-|1.2.1.87	R09097
rxn12823	1.2.3.-	R00993
rxn14178	1.2.7.1|1.2.7.2	R01199
rxn14318		R00744
rxn14349	2.8.3.-	R00914
rxn15094	1.2.1.27	R00935
rxn15324	4.2.1.28	R02376
rxn15325	4.2.1.28	R02376
rxn17652	2.6.1.18	R00907
rxn19031	2.3.1.9	R00238
rxn20202	5.4.99.2	R00833
rxn20619	6.4.1.3	R01859
rxn23816	2.6.1.19|2.6.1.55	R00908
rxn23817	1.2.1.18|1.2.1.27	R00705
rxn26077	1.1.1.-	R02528
rxn26078	1.1.1.-	R02528
rxn26144	1.1.1.-	R10718
rxn27228	6.2.1.4	R00432
rxn27668	6.4.1.2	R00742
rxn27959	2.3.1.-|2.3.1.54	R06987
rxn27986	4.1.1.9	R00233
rxn28090	2.7.2.1|2.7.2.15	R01353
rxn28091	2.7.2.1|2.7.2.15	R01353
rxn28106	2.3.1.-|2.3.1.222|2.3.1.8	R00921
rxn28107	2.3.1.-|2.3.1.222|2.3.1.8	R00921
rxn28267	2.6.1.19|2.6.1.55	R00908
rxn28323	4.2.1.116|4.2.1.17	R03045
rxn28324	3.1.2.4	R03158
rxn28325	3.1.2.4	R03158
rxn28991	6.2.1.5	R00405
rxn30331	6.4.1.2	R00742
rxn30406	4.1.3.30	R00409
rxn30407	2.3.3.5|4.1.3.31	R00931
rxn30589	3.5.99.7|4.1.99.4-	R00997
rxn30870	4.2.1.116|4.2.1.17	R03045
rxn31209	2.3.1.9	R00238
rxn31210	2.3.1.9	R00238
rxn31857	4.1.3.30	R00409
rxn31866	4.1.3.30	R00409
rxn31998	6.2.1.1|6.2.1.17	R00926
rxn32064	4.2.1.116|4.2.1.17	R03045
rxn32229	2.6.1.18	R00907
rxn32234	2.6.1.18	R00907
rxn32736	2.3.3.5|4.1.3.31	R00931
rxn32738	2.3.3.5|4.1.3.31	R00931
rxn32739	2.3.3.5|4.1.3.31	R00931
rxn32740	4.1.1.9	R00233
rxn33029	6.2.1.1|6.2.1.17	R01354
rxn33042	3.5.99.7|4.1.99.4-	R00997
rxn33487	4.2.1.79	R04424
rxn33489	4.2.1.79	R04424
rxn33491	4.2.1.79	R04424
rxn33492	4.2.1.79	R04424
rxn33536	1.1.1.59	R01608
rxn33540	1.1.1.59	R01608
rxn33768	4.2.1.99	R04425
rxn33769	4.2.1.99	R04425
rxn33789	4.2.1.99	R04425
rxn35416	3.5.99.7|4.1.99.4-	R00997
rxn35417	3.5.99.7|4.1.99.4-	R00997
rxn35418	6.2.1.1|6.2.1.17	R01354
rxn35424	6.2.1.1|6.2.1.17	R00926
rxn35425	2.3.1.-|2.3.1.54	R06987
rxn35548	1.2.1.27	R00935
rxn37807	1.2.1.18	R00706
rxn38011	6.4.1.2	R00742
rxn39396		R03381
rxn39431		R03872
rxn40441	1.14.13.227	R10702
rxn40442	1.1.1.M22	R10703
rxn40443	1.14.13.226	R10704
rxn40444	3.1.1.M3	R10705
rxn40452		R10717
