id	ec_numbers	KEGG
rxn00626	1.1.2.2	R00865
rxn00627	2.7.1.3	R00866
rxn00629	1.1.1.11|1.1.1.67	R00868
rxn00630	1.1.1.138	R00870
rxn00632	3.1.3.-	R00872
rxn00634	1.1.1.14|1.1.1.15	R00875
rxn00636	5.3.1.7	R00877
rxn00638	1.1.1.132	R00880
rxn00639	3.6.1.-|3.6.1.21	R00881
rxn00640	2.7.7.22	R00883
rxn00641	2.7.7.13	R00885
rxn00642	4.2.1.47	R00888
rxn00747	5.3.1.1	R01015
rxn00780	2.7.1.28	R01059
rxn00975	2.7.1.1|2.7.1.7	R01326
rxn01310	1.1.1.21	R01787
rxn01329	5.4.2.8	R01818
rxn01431	2.7.7.30	R01951
rxn01492	2.7.1.56	R02071
rxn01560	3.1.3.22	R02167
rxn01619	4.1.2.-|4.1.2.53	R02261
rxn01620	4.1.2.17	R02262
rxn01621	4.1.2.19	R02263
rxn01761	5.3.1.14	R02437
rxn01762		R02438
rxn01870	4.1.2.13	R02568
rxn01936	3.6.1.21	R02677
rxn01969	3.1.3.54	R02730
rxn01971	2.7.1.105	R02732
rxn02092	1.1.99.21	R02925
rxn02161	2.7.1.5	R03014
rxn02262	2.7.1.52	R03161
rxn02263	5.3.1.25|5.3.1.3	R03163
rxn02313	1.1.1.-	R03234
rxn02319	2.7.1.51	R03241
rxn02437	1.1.1.135	R03396
rxn02438	1.1.1.187|1.1.1.281	R03397
rxn02439	1.1.1.135	R03398
rxn02440	1.1.1.187|1.1.1.281	R03399
rxn02552	2.7.1.55	R03576
rxn02617	4.2.1.68	R03688
rxn02675	3.1.1.65	R03772
rxn02676	4.2.1.90	R03774
rxn02770	1.1.1.173	R03942
rxn03886	1.1.1.140	R05607;R07133
rxn03962	1.1.1.271	R05692
rxn04021	2.4.1.217	R05768
rxn04037	3.1.3.70	R05790
rxn05907	2.4.1.-|2.4.1.32	R00890
rxn06201	2.7.1.69	R02630
rxn06224	2.7.1.69	R02704
rxn06318	2.4.1.33	R03129;R08692
rxn06348	2.7.1.69	R03232
rxn06578	2.7.1.69	R04076
rxn06983	2.7.1.69	R05820
rxn08113	5.3.1.-	R09030
rxn08118	5.1.3.-	R09031
rxn11993	4.2.2.11|4.2.2.3	R03706
rxn14044	1.1.1.122	R08926
rxn15081	2.7.1.1|2.7.1.4	R00867
rxn15085	5.3.1.7	R00877
rxn15086	5.3.1.7	R00877
rxn15087	5.3.1.5	R00878
rxn15088	3.2.1.80	R00879
rxn15089	2.4.1.-	R00887
rxn15116	4.1.2.13	R01070
rxn15173	2.7.1.1	R01326
rxn15174	2.7.1.1	R01326
rxn15182	3.2.1.25|3.2.1.78	R01332
rxn15183	3.2.1.25	R01332
rxn15184	3.2.1.25	R01332
rxn15270	5.3.1.8	R01819
rxn15298	2.7.1.90	R02073
rxn15337	5.3.1.14	R02437
rxn15338	5.3.1.14	R02437
rxn15339		R02438
rxn15340		R02438
rxn15350	2.7.1.69	R02630
rxn15351	2.7.1.69	R02630
rxn15354	1.1.1.140	R05607
rxn15361	3.1.3.46|3.1.3.46-	R02731
rxn15493	2.7.1.11	R04779
rxn15494	3.1.3.11	R04780
rxn15656	1.1.1.140	R05607;R07133
rxn15899	5.1.3.-	R09031
rxn19015	2.7.1.11	R04779
rxn19683	4.1.2.13	R01070
rxn19684	3.1.3.11	R04780
rxn19685	3.1.3.11	R04780
rxn19738	5.3.1.25|5.3.1.3	R03163
rxn19739	2.7.1.52	R03161
rxn20172	3.1.3.22	R02167
rxn20181	1.1.1.17	R02703
rxn20777	5.3.1.14	R02437
rxn22386		R10691
rxn22467		R02438
rxn25046	4.1.2.13	R02568
rxn27386	5.3.1.1	R01015
rxn27851	4.1.2.13	R01070
rxn28406	4.1.2.13	R02568
rxn30019	2.7.1.56	R02071
rxn30180	2.7.1.105	R02732
rxn30433	1.1.1.21	R01787
rxn30582	3.1.3.46|3.1.3.46-	R02731
rxn30665	3.1.3.11	R04780
rxn30677	4.2.1.47	R00888
rxn31851	4.1.2.17	R02262
rxn32198	3.1.3.22	R02167
rxn32222	3.1.3.22	R02167
rxn32384	5.3.1.5	R00878
rxn32387	5.3.1.5	R00878
rxn32399	1.1.1.271	R05692
rxn32484	2.7.1.1|2.7.1.7	R01326
rxn32488	2.7.1.1|2.7.1.7	R01326
rxn32533	2.7.7.30	R01951
rxn32536	2.7.7.30	R01951
rxn32657	2.7.1.1|2.7.1.4	R00867
rxn32658	2.7.1.1|2.7.1.4	R00867
rxn32674	5.3.1.8	R01819
rxn32684	5.3.1.8	R01819
rxn32754	5.4.2.8	R01818
rxn33035	5.3.1.1	R01015
rxn33633	2.7.7.13	R00885
rxn33698	2.7.1.56	R02071
rxn33699	2.7.1.56	R02071
rxn34768		R01787
rxn35562	3.2.1.137	R05816
rxn35563	3.2.1.137	R05816
rxn37014	1.1.1.-	R03234
rxn38002	2.7.1.11	R04779
rxn38003	2.7.1.11	R04779
rxn38004	2.7.1.11	R04779
rxn38097	4.1.2.13	R01070
rxn38114	4.2.1.47	R00888
rxn38459	4.1.2.13	R02568
rxn39359	2.7.1.105	R02732
rxn40431		R10689
rxn40432		R10690
