id	ec_numbers	KEGG
rxn02331	2.5.1.55|4.1.2.16	R03254
rxn02404	3.1.3.45	R03350
rxn02405	2.7.7.38	R03351
rxn03130	3.6.1.54	R04549
rxn03146	3.5.1.108	R04587
rxn03159	2.4.1.182	R04606
rxn03181	2.7.1.130	R04657
rxn03182	2.4.99.12	R04658
rxn03439	2.4.99.13	R05074;R06285
rxn03511	5.1.3.20	R05176
rxn03916	2.7.7.70	R05644
rxn03917	5.3.1.28	R05645;R09768
rxn03918	2.7.1.167	R05646
rxn03919	3.1.3.82	R05647
rxn06065	2.4.1.-|2.4.1.58	R01994
rxn06067	2.4.1.56	R01996
rxn06068	2.4.1.44	R01997
rxn06723	2.3.1.191	R04550
rxn06729	2.3.1.129	R04567
rxn06848	2.3.1.-	R05075
rxn06865	2.3.1.-|2.3.1.241	R05146
rxn13931	2.7.1.167	R05646
rxn13937	5.3.1.28	R05645;R09768
rxn13940	2.7.7.70	R05644
rxn13941	2.7.1.167	R05646
rxn13947	5.3.1.28	R05645;R09768
rxn16609	2.7.1.166	R09767
rxn16611	5.3.1.28	R09769
rxn16612	2.7.1.168	R09770
rxn16613	3.1.3.83	R09771
rxn16614	2.7.7.71	R09772
rxn20026	2.3.1.-|2.3.1.241	R05146
rxn20046	3.6.1.54	R04549
rxn21639	2.7.1.166	R09767
rxn27286	2.7.1.130	R04657
rxn30717	3.1.3.45	R03350
rxn30718	2.5.1.55|4.1.2.16	R03254
rxn31098	3.5.1.108	R04587
rxn32076	3.1.3.45	R03350
rxn32365	2.5.1.55|4.1.2.16	R03254
