id	ec_numbers	KEGG
rxn00495	4.3.1.24|4.3.1.25|4.3.1.5	R00697
rxn00530	4.3.1.23|4.3.1.25	R00737
rxn01181	1.2.1.44	R01615
rxn01182	6.2.1.12	R01616
rxn01425	1.2.1.44	R01941
rxn01426	2.1.1.104	R01942
rxn01427	6.2.1.12	R01943
rxn01429	2.3.1.133|2.3.1.99|3.1.2.-	R01945
rxn01570	1.2.1.44	R02193
rxn01571	6.2.1.12|6.2.1.34	R02194
rxn01589	1.2.1.44	R02220
rxn01590	6.2.1.12	R02221
rxn01611	1.14.13.11	R02253
rxn01612	1.14.13.14	R02254
rxn01613	6.2.1.-|6.2.1.12	R02255
rxn01712	2.1.1.68	R02379
rxn01713	2.4.1.120|2.4.1.126	R02380
rxn01714	3.1.1.49	R02381
rxn01743	2.3.1.133	R02416
rxn01815	1.2.1.44	R02506
rxn01887	1.1.1.194|1.1.1.195	R02593
rxn01888	2.4.1.111	R02594
rxn01889	3.2.1.126	R02595
rxn02118	4.1.1.-	R02952
rxn02207	2.3.1.91	R03075
rxn02382	2.3.1.92	R03323
rxn02413	1.13.11.22	R03365
rxn02414	2.1.1.68	R03366
rxn02415	4.1.1.-	R03367
rxn02554	1.14.13.-	R07440
rxn02556		R03580
rxn02568	2.4.1.128	R03594
rxn02574	3.2.1.126	R03604
rxn02575	2.4.1.111	R03605
rxn02634	2.4.1.114	R03710
rxn02758	1.1.1.195	R03918
rxn02814	1.1.1.195	R07437
rxn02815	2.4.1.111	R04005
rxn02816	3.2.1.126	R04006
rxn03016	1.14.13.36	R04342
rxn03203	5.2.1.-	R04686
rxn03402	3.2.1.21	R04998
rxn03403		R04999
rxn03970	1.2.1.68	R05700
rxn03971	1.2.1.68	R05701
rxn04423	1.2.1.44	R06569
rxn04424	1.1.1.195	R06570
rxn04425	1.1.1.195	R06571
rxn04426	1.14.13.-	R06572
rxn04427	1.14.13.-	R06573
rxn04428	2.1.1.68	R06574
rxn04429	2.1.1.68	R06575
rxn04430	2.1.1.68	R06576
rxn04431	2.1.1.68	R06577
rxn04432	2.1.1.104	R06578
rxn04433	1.14.13.-	R06579
rxn04434		R06580
rxn04437	6.2.1.12	R06583
rxn04438		R06584
rxn05007	2.1.1.146|2.1.1.279	R07240
rxn05136	2.3.1.133	R07432
rxn05137	2.3.1.133|3.1.2.-	R07433
rxn05139	1.14.13.-	R07436
rxn05142	1.2.1.68	R07441
rxn05143	1.2.1.68	R07442
rxn06186	1.11.1.21|1.11.1.7	R02596
rxn06530	1.11.1.21|1.11.1.7	R03919
rxn06552	1.11.1.21|1.11.1.7	R04007
rxn07118	1.14.13.36	R06582
rxn07276	1.11.1.21|1.11.1.7	R07443
rxn07617	1.14.13.-	R07826
rxn14020	1.14.13.11	R08815
rxn15348	3.2.1.126	R02595
rxn15349	3.2.1.126	R02595
rxn15389	2.3.1.91	R03075
rxn15390	2.3.1.91	R03075
rxn15399	2.3.1.92	R03323
rxn15400	2.3.1.92	R03323
rxn15412	3.2.1.126	R03604
rxn15413	3.2.1.126	R03604
rxn15440	3.2.1.126	R04006
rxn15441	3.2.1.126	R04006
rxn15505	3.2.1.21	R04998
rxn15506	3.2.1.21	R04998
rxn15887	2.3.1.-	R08983
rxn15888	1.14.13.-	R08984
rxn15889	2.1.1.-	R08985
rxn15890	1.14.13.-	R08986
rxn15891	2.1.1.-	R08987
rxn16771	1.1.1.319	R09931
rxn17080	1.14.13.36	R04342
rxn17487	2.3.1.92	R03323
rxn21497	1.14.13.-	R07440
rxn21589	1.1.1.-	R10289
rxn21808	1.14.13.-	R06572
rxn21829	1.14.13.-	R06573
rxn23260	1.1.1.318	R10248
rxn24200	2.1.1.146	R10250
rxn24201	2.1.1.146	R10251
rxn25470		R10253
rxn25495		R10252
rxn27340	1.14.13.11	R02253
rxn28389	3.2.1.21	R04998
rxn30362	6.2.1.12	R01616
rxn30552	4.3.1.24|4.3.1.25|4.3.1.5	R00697
rxn30632	3.2.1.126	R02595
rxn30940	3.2.1.21	R04998
rxn31789	1.14.13.-	R07440
rxn31947	1.2.1.44	R02193
rxn31952	1.2.1.44	R02193
rxn31990	2.3.1.133	R07432
rxn31996	2.3.1.133	R07432
rxn32026	1.14.13.11	R08815
rxn32130	2.4.1.114	R03710
rxn32131	2.4.1.114	R03710
rxn32185	4.3.1.24|4.3.1.25|4.3.1.5	R00697
rxn32187	4.3.1.24|4.3.1.25|4.3.1.5	R00697
rxn32189	4.3.1.24|4.3.1.25|4.3.1.5	R00697
rxn32193	4.3.1.24|4.3.1.25|4.3.1.5	R00697
rxn32511	2.3.1.133|3.1.2.-	R07433
rxn32512	2.3.1.133|3.1.2.-	R07433
rxn32513	2.3.1.133|3.1.2.-	R07433
rxn32668	2.3.1.91	R03075
rxn32686	1.2.1.44	R01615
rxn32687	1.2.1.44	R01615
rxn32688	1.2.1.44	R01615
rxn32745	2.1.1.68	R06576
rxn32778	2.3.1.133|2.3.1.99|3.1.2.-	R01945
rxn32780	2.3.1.133|2.3.1.99|3.1.2.-	R01945
rxn32781	2.3.1.133|2.3.1.99|3.1.2.-	R01945
rxn32817	2.3.1.133	R02416
rxn32822	2.3.1.133	R02416
rxn32872	1.14.13.-	R06572
rxn32990	1.2.1.44	R01941
rxn33006	3.2.1.126	R02595
rxn33211	1.14.13.-	R06573
rxn33286		R04999
rxn33288		R04999
rxn33332	1.14.13.14	R02254
rxn33342	1.14.13.14	R02254
rxn33470	2.1.1.68	R02379
rxn33539	6.2.1.12	R01616
rxn33553	1.14.13.36	R06582
rxn33554	1.14.13.36	R06582
rxn33556	6.2.1.12	R02221
rxn33567	3.2.1.21	R04998
rxn33569	3.2.1.21	R04998
rxn33619	6.2.1.12|6.2.1.34	R02194
rxn33659	6.2.1.12	R06583
rxn33688	2.1.1.104	R01942
rxn33703	2.1.1.104	R06578
rxn33712	5.2.1.-	R04686
rxn33760	1.2.1.44	R02220
rxn33793	1.14.13.36	R04342
rxn33811	5.2.1.-	R04686
rxn37912	2.3.1.133	R02416
rxn38370	2.3.1.133	R07432
rxn40103		R10249
rxn40104		R10254
rxn40440		R10701
