id	ec_numbers	KEGG
rxn02590	1.13.11.12|1.13.11.33	R03626
rxn02591	5.2.1.5	R03627
rxn03984	1.13.11.45	R05718
rxn04861	1.14.14.1	R07055
rxn04862	1.14.13.-|1.14.14.1	R07056
rxn04863	1.13.11.58	R07057
rxn04864		R07058
rxn04867	1.13.11.44|1.13.11.60	R07061
rxn04868	1.13.11.44|5.4.4.6	R07062
rxn04924	3.3.2.-	R07121
rxn04925	3.3.2.-	R07122
rxn06955	1.14.99.33	R05740
rxn07179	1.14.19.3	R07063
rxn07180	3.1.1.4	R07064
rxn16652	1.13.11.62	R09811
rxn16743	5.4.4.5	R09905
rxn27972	1.13.11.12|1.13.11.33	R03626
rxn28400	1.13.11.58	R07057
rxn37427	1.14.13.-	R07056
rxn39788		R07121
