id	ec_numbers	KEGG
rxn00993	3.7.1.2	R01364
rxn01823	1.14.13.63	R02517
rxn01825	1.13.11.5	R02519
rxn01840	1.2.1.39|1.2.1.5	R02536;R02536
rxn01843	3.5.1.4	R02540
rxn02123	4.2.1.54	R02963
rxn02276	5.2.1.2	R03181
rxn03655	1.3.1.19	R05354
rxn03659	3.5.5.7	R05358
rxn03663	3.7.1.9	R05362
rxn03680	4.2.1.84	R05379
rxn03704	1.13.11.2	R05404
rxn03717	1.14.12.-	R05417
rxn03750	1.14.13.-	R05450
rxn03783	1.14.13.-	R05487
rxn03798	2.8.3.1	R05508
rxn03799	2.8.3.12	R05509
rxn03839	3.5.1.4	R05551
rxn06921	1.14.13.-	R05488
rxn07454	4.99.1.7	R07638
rxn07644	4.2.1.84	R07854
rxn07645	3.5.5.1	R07855
rxn20533	1.2.1.39	R02536
rxn23163	1.14.14.11	R05488
rxn23164	5.3.99.-	R10697
rxn29989	1.2.1.39|1.2.1.5	R02536;R02536
rxn30088	3.5.1.4	R02540
rxn30348	3.5.1.4	R02540
rxn30759	4.2.1.84	R05379
rxn30760	3.5.1.4	R05551
rxn31354	3.5.5.1	R07855
rxn31473	1.14.13.-	R05488
rxn31933	4.2.1.84	R05379
rxn32150	3.5.5.7	R05358
rxn32389	3.5.1.4	R02540
rxn32545	1.13.11.5	R02519
rxn32572	1.13.11.5	R02519
rxn32828	5.2.1.2	R03181
rxn32840	5.2.1.2	R03181
rxn33080	1.14.13.-	R05450
rxn33154	1.14.13.-	R05450
rxn33228	3.7.1.2	R01364
rxn33239	3.7.1.2	R01364
rxn33607	1.14.13.-	R05487
rxn33612	1.14.13.-	R05487
rxn33770	3.5.1.4	R05551
rxn35524	5.2.1.2	R03181
rxn38105	3.7.1.2	R01364
rxn38106	3.7.1.2	R01364
rxn38277	3.5.1.4	R05551
rxn38278	3.5.1.4	R05551
rxn39346		R02540
rxn39501		R05487
rxn39880		R07855
