id	ec_numbers	KEGG
rxn00498	2.5.1.-|2.5.1.103|2.5.1.21|2.5.1.96	R00702
rxn01656	4.2.3.7	R02305
rxn01657	4.2.3.6	R02306
rxn01658	4.2.3.9	R02307
rxn01661	4.2.3.13	R02311
rxn02062	1.3.1.96|2.5.1.21	R02872
rxn02063	1.14.13.132|1.14.99.7	R02874
rxn02064	4.2.1.123	R02875
rxn02337	1.1.1.216	R03264
rxn02338	5.2.1.9	R03265
rxn02657		R03740
rxn02692		R03798
rxn04327	5.4.99.41	R06466
rxn04330	5.4.99.39	R06469
rxn04332	5.4.99.40	R06471
rxn04379	4.2.3.21	R06523
rxn05070	5.4.99.17	R07322
rxn05071	4.2.1.129	R07323
rxn07446	4.2.3.24	R07630
rxn07462	4.2.3.22	R07647
rxn07463	4.2.3.75	R07648
rxn07464	4.2.3.23	R07649
rxn07621	4.2.3.37	R07830
rxn11885	4.2.3.48	R08374
rxn12055		R08371
rxn12056	4.2.3.-|4.2.3.104	R08373
rxn12181	4.2.3.56	R08540
rxn12182	4.2.3.57	R08541
rxn12183	4.2.3.58	R08542
rxn12186	4.2.3.71	R08545
rxn12187	4.2.3.66	R08546
rxn14080	3.1.7.6	R08697
rxn14163	4.2.3.73	R08691
rxn14215	4.2.3.47	R08695
rxn14233	4.2.3.38	R08370
rxn14294	4.2.3.46	R08696
rxn15821	1.14.13.106	R08851
rxn15822	1.14.13.106	R08852
rxn15823	1.14.13.106	R08853
rxn15824	1.14.13.106	R08854
rxn16002	4.2.3.39	R09140
rxn16318	5.4.99.35	R09476
rxn16329	4.1.99.16	R09487
rxn16390	1.1.1.314	R09548
rxn16391	1.14.13.123	R09549
rxn16417	1.14.13.-|1.14.13.119	R09573
rxn16418	4.2.3.61	R09574
rxn16419	1.14.13.120	R09575
rxn16420	1.14.13.121	R09576
rxn16421	1.14.13.121	R09577
rxn16446	1.14.99.43	R09604
rxn16450	4.2.3.50	R09608
rxn16456	4.2.3.69	R09614
rxn16458	4.2.3.76	R09616
rxn16460	4.2.3.49	R09618
rxn16461	4.2.3.59	R09619
rxn16462	4.2.3.40	R09620
rxn16465	4.2.3.55	R09623
rxn16466	4.2.3.60	R09624
rxn16467	5.5.1.17	R09625
rxn16468	4.2.3.67	R09626
rxn16471	4.2.3.70	R09629
rxn16534	5.4.99.33	R09688
rxn16535	5.4.99.32	R09689
rxn16546	4.2.1.124	R09700
rxn16547	4.2.1.125	R09701
rxn16555	5.4.99.31	R09709
rxn16556	5.4.99.34	R09710
rxn16557	5.4.99.36	R09711
rxn16558	5.4.99.37	R09712
rxn16559	5.4.99.38	R09713
rxn16591	4.2.1.128	R09743
rxn16655	1.14.13.133	R09814
rxn16676	3.7.1.15|4.2.1.138	R09835
rxn16724	4.2.3.86	R09886
rxn16727	4.2.3.89	R09889
rxn16728	4.2.3.90	R09890
rxn16734	4.2.3.96	R09896
rxn16750	5.4.99.52	R09912
rxn16751	5.4.99.53	R09913
rxn16752	5.4.99.54	R09914
rxn16754	5.4.99.56	R09916
rxn16755	5.4.99.57	R09917
rxn22724	2.5.1.-|2.5.1.103|2.5.1.21|2.5.1.96	R00702
rxn22784	4.2.1.123	R02875
rxn22962	4.2.3.38	R08370
rxn24911	4.2.3.79	R10599
rxn24915	4.2.3.78	R10598
rxn26891	1.3.1.96|2.5.1.21	R02872
rxn27213	1.14.13.132|1.14.99.7	R02874
rxn28404	4.2.3.46	R08696
rxn37933	2.5.1.-|2.5.1.103|2.5.1.21|2.5.1.96	R00702
rxn38677	1.3.1.96|2.5.1.21	R02872
rxn38679	1.14.13.132|1.14.99.7	R02874
rxn39895	4.2.3.38	R08370
rxn40119	4.2.3.137	R10273
