id	ec_numbers	KEGG
rxn05912	3.1.3.51	R01003
rxn05913	3.6.1.43	R01004
rxn05914	2.4.1.117	R01005
rxn05915	3.1.4.48	R01006
rxn05918	2.4.1.83	R01009
rxn05920	2.7.1.108	R01018
rxn15104	3.1.4.48	R01006
rxn15105	3.1.4.48	R01006
rxn31488		R05973
rxn31489		R05976
rxn31491		R05982
rxn31492		R05983
rxn31493		R05984
rxn31499		R06258
rxn31500		R06259
rxn31501		R06261
rxn31502		R06262
rxn31503		R06263
rxn31504		R06264
rxn31715	2.4.1.131	R06128
rxn31867	2.4.1.117	R01005
rxn33632	3.1.4.48	R01006
rxn39565		R05970
rxn39567		R05972
rxn39572		R05979
rxn39573		R05980
rxn39574		R05981
rxn39575		R05985
rxn39576		R05986
rxn39577		R05987
rxn39578		R05988
rxn39579		R05989
rxn39580		R05990
rxn39581		R05991
rxn39582		R05992
rxn39611		R06127
rxn39666		R06238
rxn39676		R06260
