id	ec_numbers	KEGG
rxn01527	2.4.1.203	R02118
rxn01528	2.4.2.40	R02119
rxn02247	2.5.1.50	R03133
rxn02645	2.5.1.24	R03726
rxn02836	2.5.1.27	R04038
rxn03972	1.3.1.69	R05702
rxn05022	2.4.1.215	R07260
rxn06952	1.5.99.12	R05708
rxn07841	2.5.1.-|2.5.1.112	R08051
rxn07842	2.5.1.-|2.5.1.112	R08052
rxn07850		R08061
rxn07851		R08062
rxn07852		R08063
rxn07856		R08067
rxn07858		R08069
rxn07860		R08071
rxn07861		R08072
rxn07862		R08073
rxn07863		R08074
rxn07864	2.4.1.-	R08075
rxn07865	2.4.1.-	R08076
rxn07866		R08077
rxn07867		R08078
rxn07868		R08079
rxn07869		R08080
rxn11694		R08064
rxn11695		R08065
rxn11696		R08070
rxn14073	2.5.1.75	R01122
rxn15712		R08053
rxn15713		R08054
rxn15714		R08055
rxn15715		R08066
rxn15716		R08068
rxn15717		R08072
rxn15718		R08073
rxn15719		R08074
rxn15720		R08080
rxn23921	2.5.1.-|2.5.1.112	R08052
rxn23922	2.5.1.27	R04038
rxn23923	2.5.1.27	R04038
rxn28285	2.5.1.-|2.5.1.112	R08051
rxn28286	2.5.1.-|2.5.1.112	R08051
rxn28287	2.5.1.-|2.5.1.112	R08052
rxn30836		R08070
rxn30842		R08079
rxn31796		R08072
rxn32068		R08070
rxn32265		R08069
rxn32534		R08064
rxn32891		R08062
rxn33133		R08063
rxn33224		R08073
rxn33472		R08061
rxn37776	2.4.1.203	R02118
rxn37777	2.4.1.-	R08076
rxn37778	2.4.1.215	R07260
rxn38377	2.4.1.203	R02118
rxn38379	2.4.1.215	R07260
