id	ec_numbers	KEGG
rxn00002	3.5.1.54	R00005
rxn00101	3.5.1.5	R00131
rxn00113	6.3.4.16|6.3.4.16-	R00149
rxn00114	2.7.2.2	R00150
rxn00127	4.1.1.50	R00178
rxn00179	2.7.2.11	R00239
rxn00182	1.4.1.2|1.4.1.3|1.4.1.4	R00243
rxn00183	1.2.1.88|1.5.1.12	R00245
rxn00184	1.4.1.3|1.4.1.4	R00248
rxn00187	6.3.1.2	R00253
rxn00189	3.5.1.2|3.5.1.38|6.3.5.4|6.3.5.5	R00256
rxn00192	2.3.1.1	R00259
rxn00291	3.5.1.96	R00411
rxn00394	3.5.3.1	R00551
rxn00395	3.5.3.6	R00552
rxn00396	2.7.3.3	R00554
rxn00400	1.14.13.39	R00558
rxn00401	1.13.12.1	R00559
rxn00402	1.5.1.11	R00562
rxn00403	1.5.1.19	R00563
rxn00404	2.1.4.1	R00565
rxn00405	4.1.1.19	R00566
rxn00467	2.6.1.13	R00667
rxn00469	3.5.1.14|3.5.1.16	R00669
rxn00470	4.1.1.17	R00670
rxn00471	4.3.1.12	R00671
rxn00503	1.5.1.12	R00707
rxn00504	1.5.1.12	R00708
rxn00560	6.3.4.6	R00774
rxn00601	2.3.1.109	R00832
rxn00802	4.3.2.1	R01086
rxn00852	1.4.3.10|1.4.3.22	R01151
rxn00853	3.5.1.53	R01152
rxn00855	2.3.1.57	R01154
rxn00856	2.6.1.29|2.6.1.82	R01155
rxn00857	3.5.1.62	R01156
rxn00858	3.5.3.11	R01157
rxn00928	1.5.1.1	R01246
rxn00929	1.5.1.2	R01248
rxn00930	1.5.1.1	R01249
rxn00931	1.5.1.2	R01251
rxn00932	1.14.11.2|1.14.11.57	R01252
rxn00933	5.1.1.4	R01255
rxn01019	2.1.3.3	R01398
rxn01029	3.5.3.12	R01416
rxn01140	3.5.1.59	R01563
rxn01142	3.5.3.3	R01566
rxn01183	2.3.1.64	R01617
rxn01371	2.7.3.2	R01881
rxn01373	2.1.1.2	R01883
rxn01374	3.5.2.10	R01884
rxn01401	1.5.3.14|1.5.99.6	R01914
rxn01406	2.5.1.16	R01920
rxn01434	6.3.4.5	R01954
rxn01459	1.2.1.3	R01986
rxn01460	3.5.1.63	R01987
rxn01461	2.1.4.1	R01989
rxn01462	3.5.3.7	R01990
rxn01463	6.3.2.11	R01991
rxn01464	3.4.13.18|3.4.13.20	R01992
rxn01635	3.5.4.22	R02280
rxn01636	2.3.1.35	R02282
rxn01637	2.6.1.11	R02283
rxn01851	1.2.1.-|1.2.1.19|1.2.1.3	R02549
rxn01877	2.7.3.1	R02575
rxn01917	2.7.2.8	R02649
rxn02029	1.21.4.1|1.4.1.12	R02825
rxn02061	2.5.1.16|2.5.1.22	R02869
rxn02071	1.4.3.3	R02894
rxn02072		R02895
rxn02090	3.5.4.1|3.5.4.21	R02922
rxn02273	1.2.1.54	R03177
rxn02274	4.1.1.-|4.1.1.75	R03178
rxn02275	3.5.1.4	R03180
rxn02281	3.5.2.14	R03187
rxn02326		R03249
rxn02355	1.1.1.104	R03290
rxn02356	1.5.1.2	R03291
rxn02357	1.1.1.104	R03292
rxn02358	1.5.1.2	R03293
rxn02359	1.5.-.-	R03295
rxn02360	5.1.1.8	R03296
rxn02373	1.2.1.41	R03313
rxn02374		R03314
rxn02465	1.2.1.38	R03443
rxn02826	1.4.3.4	R04025
rxn02927	2.6.1.69|3.5.3.23	R04189
rxn02944	2.6.1.13|2.6.1.81	R04217
rxn02946	1.4.3.3	R04221
rxn03037	4.2.1.77	R04374
rxn03070		R04443
rxn03071	1.5.1.12	R04444
rxn03072	1.5.1.12	R04445
rxn03073		R04446
rxn03074		R04447
rxn03422	1.2.1.-|1.2.1.71	R05049
rxn03423	1.2.1.3	R05050
rxn03424	1.5.1.12|1.5.99.8	R05051
rxn03426	2.6.1.21	R05053
rxn05012	2.1.3.9	R07245
rxn05123	6.3.1.11	R07414
rxn05124	1.4.3.-|1.4.3.M3	R07415
rxn05126	1.2.1.-	R07417
rxn05127	1.2.1.-	R07418
rxn05128	3.5.1.94	R07419
rxn05129		R07420
rxn05776	3.4.11.5	R00135
rxn05947	1.5.99.8	R01253
rxn06061	1.5.99.6	R01915
rxn09188	1.5.99.8	R10507
rxn11731	2.6.1.84	R08197
rxn13388	1.5.3.16|1.5.3.17	R09076
rxn14058	1.14.13.39	R00557
rxn14077	2.6.1.-|2.6.1.113|2.6.1.29	R08714
rxn14091	1.14.13.165|1.14.13.39	R00111
rxn14372	2.1.3.11	R08937
rxn15044	4.1.1.3|4.1.2.14|4.1.3.16	R00471
rxn15368	1.21.4.1	R02825
rxn15507	2.6.1.1|2.6.1.23	R05052
rxn15946	1.5.3.17	R09077
rxn15947	1.5.1.-|1.5.1.43	R09079
rxn15948	1.5.1.-|1.5.1.43	R09080
rxn15949	4.1.1.-|4.1.1.96	R09081
rxn15950	4.1.1.-|4.1.1.96	R09082
rxn15972	3.5.1.16	R09107
rxn16115	2.3.1.64	R09255
rxn16116	2.3.1.-	R09256
rxn16117	2.3.1.-	R09257
rxn16338	1.5.99.13	R09496
rxn17248	1.5.3.16|1.5.3.17	R09076
rxn19010	6.3.4.16|6.3.4.16-	R00149
rxn19161	1.2.1.-|1.2.1.19|1.2.1.3	R02549
rxn19180	4.1.1.19	R00566
rxn19181	3.5.3.1	R00551
rxn19327	2.7.3.2	R01881
rxn19827	1.4.1.2|1.4.1.3|1.4.1.4	R00243
rxn19831	3.5.1.2|3.5.1.38|6.3.5.4|6.3.5.5	R00256
rxn19835	6.3.1.2	R00253
rxn19836	6.3.1.2	R00253
rxn19855	2.1.4.1	R00565
rxn20493	2.1.3.3	R01398
rxn20495	4.3.1.12	R00671
rxn20496	2.6.1.13	R00667
rxn20637	1.4.3.10|1.4.3.22	R01151
rxn20638	1.4.3.10|1.4.3.22	R01151
rxn20649	1.5.1.12	R00707
rxn21097	1.5.3.14|1.5.99.6	R01914
rxn21501	6.3.2.11	R01991
rxn22384	1.5.3.17	R09077
rxn23871	1.2.1.3	R05050
rxn27669	2.7.2.8	R02649
rxn27670	3.5.1.14|3.5.1.16	R00669
rxn27671	2.6.1.11	R02283
rxn27690	3.5.3.12	R01416
rxn27716	4.3.2.1	R01086
rxn27717	6.3.4.5	R01954
rxn27887	1.4.1.3|1.4.1.4	R00248
